internal_id,basic_final_polish,gw_polish,diameter_min,diameter_max,height,table_size,crown_angle,pavilion_angle,star_length,lower_half,girdle_thick,girdle_min,girdle_max,culet_size,crown_height,pavilion_depth,total_depth,table_size_pct,table_size_pct_grade,crown_angle_degree,crown_angle_degree_grade,pavilion_angle_degree,pavilion_angle_degree_grade,star_length_pct,star_length_pct_grade,lower_half_pct,lower_half_pct_grade,girdle_thick_pct,girdle_thick_pct_grade,girdle_min_description,girdle_max_description,girdle_grade,culet_size_description,crown_height_pct,crown_height_pct_grade,pavilion_depth_pct,total_depth_pct,total_depth_pct_grade,individual_cut_grade,est_table_cut_grade,gradia_cut,final_gradia_cut,final_sarine_cut,gw_cut,sarine_cut,sarine_symmetry,gw_symmetry,roundness,roundness_grade,table_size_dev,table_size_dev_grade,crown_angle_dev,crown_angle_dev_grade,pavilion_angle_dev,pavilion_angle_dev_grade,star_length_dev,star_length_dev_grade,lower_half_dev,lower_half_dev_grade,girdle_thick_dev,girdle_thick_dev_grade,crown_height_dev,crown_height_dev_grade,pavilion_depth_dev,pavilion_depth_dev_grade,misalignment,misalignment_grade,table_edge_var,table_edge_var_grade,table_off_center,table_off_center_grade,culet_off_center,culet_off_center_grade,table_off_culet,table_off_culet_grade,star_angle,star_angle_grade,upper_half_angle,upper_half_angle_grade,lower_half_angle,lower_half_angle_grade,remarks
546,EX,#N/A,2.99,3.01,1.782,59.5,32.78,40.79,46.1,80.1,3.33,1.53,2.3,0.43,13.02,42.94,59.36,60,EX,33,EX,40.8,EX,45,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,13,EX,43,59.4,EX,EX,VG,VG,VG,EX,#N/A,EX,VG,,0.6,EX,1,EX,2.3,VG,1.2,VG,6.2,EX,4.5,EX,0.6,EX,1.3,VG,1,EX,2.6,VG,2,EX,0.4,EX,0.5,EX,0.4,EX,1.8,EX,3.3,EX,1.2,EX,
575,VG,#N/A,2.88,2.9,1.851,58.2,36.15,41.3,46.5,76.1,5.26,2.98,4.43,0.59,15.16,43.61,64.07,58,EX,36,EX,41.4,EX,45,EX,75,EX,5.5,VG,THK,VTK,GD,None / Very Small,15,EX,43.5,64.1,VG,GD,VG,GD,GD,GD,#N/A,GD,VG,,0.9,EX,0.9,EX,1,EX,1.1,VG,5.3,EX,2.4,EX,1.3,VG,1,EX,0.7,EX,2.2,VG,2.4,EX,0.3,EX,0.7,VG,0.5,EX,1.6,EX,2.6,EX,1.1,EX,
34,VG,VG,2.76,2.78,1.685,61.4,32.44,40.99,47.9,77.5,5.2,2.96,4.44,0.54,12.38,43.2,60.81,61,EX,32.5,EX,41,EX,50,EX,80,EX,5,VG,THK,VTK,GD,None / Very Small,12.5,EX,43,60.8,EX,GD,EX,GD,GD,GD,VG,GD,GD,VG,0.7,EX,0.5,EX,2.1,VG,2.2,GD,4.6,EX,5.1,EX,1,EX,1.4,VG,1.8,VG,3.2,GD,3.4,VG,0.8,VG,1.9,GD,2.5,GD,1.8,EX,3.2,EX,2.4,VG,
35,VG,GD,2.85,2.87,1.616,63.3,31.85,40.26,48.2,77.7,3.18,1.22,2.38,0.73,11.39,41.94,56.48,63,VG,32,EX,40.2,VG,50,EX,80,EX,3,EX,THN,STK,EX,None / Very Small,11.5,VG,42,56.5,VG,VG,GD,GD,GD,GD,GD,GD,VG,VG,0.9,EX,1.5,VG,0.3,EX,0.3,EX,8.9,EX,4.8,EX,1.2,EX,0.3,EX,1,EX,2,VG,3.7,VG,0.1,EX,0.7,VG,0.8,EX,1.8,EX,1.1,EX,0.5,EX,
36,VG,VG,2.83,2.88,1.687,60.3,33.65,40.86,47.7,80.2,3.22,1.3,2.84,0.67,12.95,42.67,59.05,60,EX,33.5,EX,40.8,EX,50,EX,80,EX,3,EX,MED,STK,EX,None / Very Small,13,EX,42.5,59,EX,EX,EX,EX,VG,VG,VG,EX,GD,GD,1.8,VG,0.6,EX,1.3,VG,1.6,VG,3.8,EX,5.5,EX,0.8,EX,1.1,EX,0.7,EX,5.6,GD,2.3,EX,1.1,VG,1.5,GD,2.1,GD,1.7,EX,2.5,EX,2.1,VG,
37,VG,VG,2.82,2.87,1.672,61,34.03,40.08,45.7,77.8,4.26,1.9,3.45,0.7,13.23,41.22,58.81,61,EX,34,EX,40,VG,45,EX,80,EX,4.5,EX,MED,THK,VG,None / Very Small,13,EX,41,58.8,EX,VG,GD,GD,GD,GD,GD,GD,GD,GD,1.5,VG,0.9,EX,1.5,VG,1.1,VG,4,EX,5.5,EX,1.7,VG,1.1,EX,1.8,VG,5.1,GD,3.5,VG,0.7,VG,0.6,EX,1.3,VG,4.1,VG,3.9,EX,1.2,EX,
38,VG,VG,2.85,2.87,1.698,59.2,32.3,40.81,46.4,79.6,3.64,1.54,2.45,0.67,12.85,42.84,59.43,59,EX,32.5,EX,40.8,EX,45,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,13,EX,43,59.4,EX,EX,VG,VG,VG,VG,VG,VG,GD,GD,0.8,EX,1.1,EX,0.4,EX,0.5,EX,8.1,EX,4.7,EX,1.4,VG,1.1,EX,1.1,EX,4,GD,3.3,VG,0.3,EX,0.5,EX,0.8,EX,2.5,EX,2,EX,0.7,EX,
39,VG,VG,2.78,2.81,1.742,61.2,36.09,41.41,46.9,77.5,4.29,1.75,3.04,0.75,14.16,43.74,62.3,61,EX,36,EX,41.4,EX,45,EX,80,EX,4.5,EX,MED,THK,VG,None / Very Small,14,EX,43.5,62.3,EX,VG,VG,VG,VG,VG,VG,VG,VG,GD,1.2,VG,1.2,EX,1.4,VG,0.9,EX,5.2,EX,2.5,EX,1.4,VG,1.1,EX,1.1,EX,3,VG,1.9,EX,0.2,EX,0.5,EX,0.5,EX,2.8,EX,3.4,EX,1.2,EX,
28,EX,#N/A,2.93,2.96,1.72,60.8,33.29,40.03,44.9,78.2,3.8,1.7,2.68,0.71,12.87,41.66,58.4,61,EX,33.5,EX,40,VG,45,EX,80,EX,4,EX,MED,STK,EX,None / Very Small,13,EX,41.5,58.4,EX,VG,GD,GD,GD,GD,#N/A,GD,VG,,1,VG,0.7,EX,0.4,EX,0.6,EX,6.1,EX,5.4,EX,0.5,EX,0.7,EX,1,EX,2.4,VG,2.8,VG,0.2,EX,0.8,VG,0.9,EX,0.8,EX,1.4,EX,0.7,EX,
44,VG,VG,2.84,2.85,1.765,58.5,34.75,41.64,49.8,75.4,3.34,1.16,2.36,0.6,14.39,44.18,62.08,59,EX,35,EX,41.6,EX,50,EX,75,EX,3.5,EX,THN,STK,EX,None / Very Small,14.5,EX,44,62.1,EX,EX,VG,VG,VG,VG,VG,VG,GD,GD,0.5,EX,0.6,EX,0.4,EX,0.6,EX,5.6,EX,1.8,EX,0.9,EX,0.7,EX,1.1,EX,3.7,GD,1,EX,0.4,EX,0.2,EX,0.5,EX,1.6,EX,1.6,EX,1.2,EX,
29,EX,#N/A,2.94,2.96,1.696,62,31.01,40.23,49.7,76.2,3.83,1.93,3.25,0.51,11.46,42.1,57.49,62,EX,31,VG,40.2,VG,50,EX,75,EX,4,EX,MED,THK,VG,None / Very Small,11.5,VG,42,57.5,EX,VG,GD,GD,GD,GD,#N/A,GD,GD,,0.9,EX,0.9,EX,0.3,EX,0.6,EX,6.2,EX,5.9,EX,1,EX,0.7,EX,0.7,EX,2.8,VG,5.5,GD,0.3,EX,0.2,EX,0.2,EX,1.6,EX,2.5,EX,0.8,EX,
46,EX,VG,2.87,2.89,1.753,60.4,33.51,41.51,47.9,79.7,3.82,1.08,2.68,0.59,13.18,43.95,60.95,60,EX,33.5,EX,41.6,EX,50,EX,80,EX,4,EX,THN,STK,EX,None / Very Small,13,EX,44,61,EX,EX,EX,EX,EX,EX,EX,EX,VG,VG,0.7,EX,0.5,EX,1.2,EX,1.7,VG,4,EX,3.7,EX,0.9,EX,1.4,VG,1.4,VG,2,VG,2.5,EX,0.8,VG,0.9,VG,0.9,EX,3.3,EX,2.2,EX,1.8,EX,
47,VG,VG,2.88,2.9,1.753,61.7,32.15,41.89,50.3,76.3,4.08,1.45,3.77,0.66,12.04,44.38,60.64,62,EX,32,EX,41.8,EX,50,EX,75,EX,4,EX,MED,THK,VG,None / Very Small,12,VG,44.5,60.6,EX,VG,VG,VG,VG,VG,VG,VG,GD,GD,0.7,EX,1.9,VG,0.9,EX,0.7,EX,4.3,EX,7.4,VG,1.5,VG,0.7,EX,1.7,VG,3.9,GD,3.2,VG,0.1,EX,0.7,VG,0.8,EX,1.1,EX,2.6,EX,1.1,EX,
48,VG,VG,2.85,2.92,1.739,63.8,35,41.43,52.3,79.4,4.26,1.87,3.33,0.8,12.69,43.29,60.28,64,VG,35,EX,41.4,EX,50,EX,80,EX,4.5,EX,MED,THK,VG,None / Very Small,12.5,EX,43.5,60.3,EX,VG,VG,VG,VG,VG,VG,VG,GD,VG,2.5,GD,1.7,VG,2.4,VG,1.7,VG,3,EX,7.4,VG,1.2,EX,1.4,VG,1.7,VG,4.6,GD,1.9,EX,0.2,EX,1.1,VG,1.3,VG,3,EX,4.3,EX,1.5,EX,
30,VG,#N/A,2.98,3,1.817,57.4,34.63,40.41,46.9,74.5,3.71,0.77,2.77,0.7,14.7,42.27,60.71,57,EX,34.5,EX,40.4,VG,45,EX,75,EX,3.5,EX,THN,STK,EX,None / Very Small,14.5,EX,42.5,60.7,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.7,EX,1.8,VG,1.4,VG,0.5,EX,4.2,EX,3.7,EX,1.1,EX,1,EX,0.3,EX,2,VG,2.8,VG,0.4,EX,0.2,EX,0.5,EX,1.8,EX,6,EX,0.5,EX,
31,VG,#N/A,3.01,3.03,1.818,58.9,33.95,40.75,48.9,75.8,3.61,1.72,2.52,0.6,13.84,42.73,60.18,59,EX,34,EX,40.8,EX,50,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,14,EX,42.5,60.2,EX,EX,EX,EX,EX,EX,#N/A,EX,VG,,0.7,EX,0.4,EX,0.4,EX,0.5,EX,3.2,EX,2.7,EX,0.3,EX,0.7,EX,0.3,EX,1.1,EX,2.9,VG,0.3,EX,0.4,EX,0.6,EX,1.3,EX,2.1,EX,0.5,EX,
51,VG,VG,2.85,2.87,1.79,60.3,34.96,41.61,46.7,76.9,4.47,2.41,3.18,0.52,13.9,44.08,62.52,60,EX,35,EX,41.6,EX,45,EX,75,EX,4.5,EX,STK,THK,VG,None / Very Small,14,EX,44,62.5,EX,VG,VG,VG,VG,VG,VG,VG,GD,VG,0.6,EX,0.3,EX,3.3,GD,2.9,GD,4.7,EX,3.3,EX,1.1,EX,1,EX,1.4,VG,4,GD,2.5,EX,0,EX,1.9,GD,1.8,VG,3,EX,3.8,EX,2.9,VG,
52,VG,VG,2.86,2.89,1.822,55.1,35.3,41.31,45.6,78.2,3.8,1.64,2.82,0.52,15.91,43.7,63.44,55,EX,35.5,EX,41.4,EX,45,EX,80,EX,4,EX,MED,STK,EX,None / Very Small,16,EX,43.5,63.4,VG,VG,EX,VG,VG,VG,VG,VG,GD,GD,1,VG,1,EX,2.4,VG,1.5,VG,7.6,EX,3.8,EX,1.4,VG,1,EX,1.7,VG,4,GD,2.9,VG,0.2,EX,0.9,VG,1,VG,2.7,EX,2.4,EX,1.6,EX,
32,EX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,REJ,#N/A,2.81,2.83,1.625,65.1,34.99,39.9,52.3,78.2,3.65,1.84,3.08,0.6,12.23,41.55,57.6,65,VG,35,EX,40,VG,50,EX,80,EX,3.5,EX,MED,THK,VG,None / Very Small,12,VG,41.5,57.6,EX,VG,,,,,#N/A,GD,GD,,0.7,EX,0.8,EX,1.4,VG,0.2,EX,5,EX,4.7,EX,1.3,VG,1.1,EX,0.7,EX,5,GD,2.9,VG,0.4,EX,0.2,EX,0.5,EX,2.5,EX,2.1,EX,0.5,EX,
55,VG,VG,2.88,2.9,1.783,57.7,34.05,41.1,47,76.5,3.94,1.35,2.59,0.76,14.38,43.33,61.65,58,EX,34,EX,41.2,EX,45,EX,75,EX,4,EX,MED,STK,EX,None / Very Small,14.5,EX,43.5,61.7,EX,EX,EX,EX,EX,EX,EX,EX,VG,VG,0.5,EX,1.1,EX,1.1,EX,0.9,EX,2.2,EX,2.7,EX,1.3,VG,1,EX,1,EX,1.7,VG,2.1,EX,0.4,EX,0.8,VG,1.1,VG,2.1,EX,1.8,EX,0.9,EX,
56,VG,VG,2.85,2.89,1.824,56.9,35.16,41.78,47.9,78,4.04,1.67,2.72,0.91,15.19,44.25,63.55,57,EX,35,EX,41.8,EX,50,EX,80,EX,4,EX,MED,STK,EX,None / Very Small,15,EX,44.5,63.6,VG,VG,VG,VG,VG,VG,VG,VG,GD,VG,1.3,VG,1.1,EX,0.9,EX,0.7,EX,3.3,EX,4.6,EX,0.9,EX,0.3,EX,0.7,EX,4.1,GD,1.6,EX,0.2,EX,0.8,VG,0.7,EX,3.2,EX,2.5,EX,0.9,EX,
43,EX,#N/A,2.88,2.94,1.706,63.5,32.23,41.19,47.4,79,3.92,1.75,2.92,0.69,11.45,43.14,58.65,64,VG,32,EX,41.2,EX,45,EX,80,EX,4,EX,MED,STK,EX,None / Very Small,11.5,VG,43,58.6,EX,VG,VG,VG,VG,VG,#N/A,VG,GD,,2.3,GD,1.2,EX,0.5,EX,1.3,VG,33.2,GD,6.9,VG,1.3,VG,1.7,VG,1.7,VG,4.1,GD,2.6,EX,1.2,VG,0.8,VG,2,GD,1.5,EX,5.2,EX,1.3,EX,
45,EX,#N/A,2.84,2.86,1.729,62.2,32.73,41.5,46.3,76.4,4.49,2.03,3.4,0.56,12.2,43.9,60.62,62,EX,32.5,EX,41.6,EX,45,EX,75,EX,4.5,EX,MED,THK,VG,None / Very Small,12,VG,44,60.6,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.5,EX,0.4,EX,0.7,EX,0.7,EX,5.7,EX,4.1,EX,0.8,EX,1.4,VG,1.1,EX,2.3,VG,3.8,VG,0.6,EX,0.4,EX,0.7,EX,4.5,VG,2.7,EX,0.8,EX,
59,VG,GD,2.89,2.9,1.823,61,39.01,41.65,50.2,77.1,3.01,0.76,1.69,0.73,15.83,44.13,62.99,61,EX,39,GD,41.6,EX,50,EX,75,EX,3,EX,THN,MED,EX,None / Very Small,16,EX,44,63,EX,GD,GD,GD,GD,GD,GD,GD,GD,GD,0.6,EX,0.5,EX,2.3,VG,1.9,GD,4.8,EX,4.3,EX,0.8,EX,1.4,VG,1,EX,3.9,GD,3.2,VG,0.8,VG,1.3,GD,1.8,VG,2.4,EX,2,EX,1.9,VG,
49,VG,#N/A,2.89,2.9,1.785,62.3,38.19,41.48,48.4,77.9,2.9,0.66,2.66,0.73,14.86,43.85,61.68,62,EX,38,VG,41.4,EX,50,EX,80,EX,3,EX,ETN to VTN,STK,VG,None / Very Small,15,EX,44,61.7,EX,VG,GD,GD,GD,GD,#N/A,GD,GD,,0.5,EX,1.1,EX,0.4,EX,0.5,EX,6.7,EX,1.5,EX,1.3,VG,1,EX,0.7,EX,4.3,GD,2.6,EX,0.8,VG,0.4,EX,1,VG,0.4,EX,0.9,EX,0.6,EX,
53,EX,#N/A,2.92,2.93,1.737,59.5,33.24,40.38,45.2,76,3.9,2.02,3.49,0.68,13.26,42.19,59.38,60,EX,33,EX,40.4,VG,45,EX,75,EX,4,EX,MED,THK,VG,None / Very Small,13.5,EX,42,59.4,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.5,EX,1.1,EX,0.5,EX,0.7,EX,5.2,EX,7.3,VG,0.7,EX,0.7,EX,1,EX,2.3,VG,4,VG,0.5,EX,0.3,EX,0.3,EX,1.5,EX,2.3,EX,0.7,EX,
54,EX,#N/A,2.87,2.89,1.791,59.1,36.76,41.15,48.4,74.5,3.72,1.74,2.95,0.94,15.22,43.24,62.25,59,EX,37,VG,41.2,EX,50,EX,75,EX,3.5,EX,MED,THK,VG,None / Very Small,15,EX,43,62.3,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.6,EX,0.7,EX,0.4,EX,0.3,EX,5,EX,2.7,EX,1.1,EX,0.7,EX,1,EX,1.5,EX,3.1,VG,0.1,EX,0.4,EX,0.4,EX,2.1,EX,1.7,EX,0.3,EX,
63,EX,VG,2.98,3,1.759,59,32.91,40.25,48.7,75.1,3.31,1.07,2.67,0.57,13.26,42.06,58.77,59,EX,33,EX,40.2,VG,50,EX,75,EX,3.5,EX,THN,STK,EX,None / Very Small,13.5,EX,42,58.8,EX,VG,GD,GD,GD,VG,VG,VG,GD,GD,0.6,EX,0.6,EX,1.5,VG,0.8,EX,6.8,EX,2.3,EX,1.8,VG,0.7,EX,1,EX,5,GD,2.9,VG,0.7,VG,0.8,VG,1.2,VG,5.1,VG,1.3,EX,0.9,EX,
57,VG,#N/A,2.88,2.91,1.788,60.8,36.16,41.05,49.3,75.9,4.05,2.04,3.15,0.55,14.38,43.33,61.83,61,EX,36,EX,41,EX,50,EX,75,EX,4,EX,MED,THK,VG,None / Very Small,14.5,EX,43.5,61.8,EX,VG,VG,VG,VG,VG,#N/A,VG,GD,,1,VG,0.6,EX,0.4,EX,0.7,EX,5.2,EX,2,EX,1.2,EX,0.7,EX,1.4,VG,4.4,GD,2,EX,0.3,EX,0.1,EX,0.3,EX,1,EX,2.7,EX,0.7,EX,
58,EX,#N/A,2.85,2.88,1.805,59.5,36.45,41.65,49.8,77,3.8,1.92,2.58,0.8,15.03,44.11,62.94,60,EX,36.5,EX,41.6,EX,50,EX,75,EX,4,EX,MED,STK,EX,None / Very Small,15,EX,44,62.9,EX,EX,GD,GD,GD,GD,#N/A,GD,GD,,1,VG,0.4,EX,1,EX,1.5,VG,3.1,EX,5.2,EX,1,EX,1,EX,0.7,EX,1.8,VG,2.1,EX,0.4,EX,1.4,GD,1.1,VG,1.6,EX,3.1,EX,1.5,EX,
66,VG,VG,2.9,2.92,1.863,58.3,36.06,41.73,47.4,79.6,4.5,2.33,3.43,0.51,15.24,44.2,63.93,58,EX,36,EX,41.8,EX,45,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,15,EX,44,63.9,VG,VG,VG,VG,VG,VG,VG,VG,VG,VG,0.7,EX,1.6,VG,0.7,EX,1,VG,5.9,EX,3.3,EX,1.6,VG,1,EX,1.4,VG,2.9,VG,2.7,EX,0.4,EX,0.6,EX,0.8,EX,1.5,EX,1.3,EX,0.8,EX,
67,VG,VG,2.92,2.94,1.841,58.9,36.15,41.54,44.1,79.3,3.83,2.12,2.83,0.58,14.99,44.02,62.88,59,EX,36,EX,41.6,EX,45,EX,80,EX,4,EX,STK,STK,EX,None / Very Small,15,EX,44,62.9,EX,EX,VG,VG,VG,VG,VG,VG,VG,VG,0.7,EX,0.8,EX,2,VG,0.6,EX,4.4,EX,3.3,EX,0.7,EX,0.3,EX,0.7,EX,1.8,VG,1.9,EX,0.3,EX,0.2,EX,0.5,EX,1.2,EX,4.7,EX,0.6,EX,
68,VG,VG,3,3.05,1.802,62.6,33.86,40.65,48.6,78.6,4.3,2.02,3.74,0.46,12.54,42.71,59.61,63,VG,34,EX,40.6,EX,50,EX,80,EX,4.5,EX,MED,THK,VG,None / Very Small,12.5,EX,42.5,59.6,EX,VG,VG,VG,VG,VG,VG,VG,GD,GD,1.5,VG,1.4,VG,0.6,EX,1.1,VG,11.3,VG,8.1,VG,1.4,VG,1,EX,1.7,VG,4.2,GD,3,VG,0.4,EX,0.5,EX,0.7,EX,2.4,EX,2.4,EX,1.3,EX,
61,EX,#N/A,2.94,2.95,1.774,61.3,35.28,40.71,47.1,76.7,3.91,2.21,3.77,0.82,13.67,42.67,60.32,61,EX,35.5,EX,40.8,EX,45,EX,75,EX,4,EX,STK,THK,VG,None / Very Small,13.5,EX,42.5,60.3,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.4,EX,0.9,EX,0.8,EX,0.2,EX,2.6,EX,4,EX,0.7,EX,0.7,EX,0.3,EX,2.3,VG,2.6,EX,0.2,EX,0.3,EX,0.5,EX,2.1,EX,2.9,EX,0.5,EX,
70,EX,VG,3,3.04,1.859,58.1,34,41.13,46.2,80.9,3.94,1.99,3.08,0.73,14.18,43.39,61.58,58,EX,34,EX,41.2,EX,45,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,14,EX,43.5,61.6,EX,VG,EX,VG,VG,VG,VG,VG,GD,GD,1.2,VG,0.5,EX,1.5,VG,0.6,EX,3.7,EX,1.4,EX,1.2,EX,0.7,EX,0.7,EX,3.3,GD,2.5,EX,0.6,EX,0.1,EX,0.7,EX,2.6,EX,1.8,EX,0.6,EX,
71,EX,VG,3.11,3.12,1.89,60.1,35.55,40.89,49.6,78.7,3.4,1.19,2.28,0.71,14.28,42.97,60.65,60,EX,35.5,EX,40.8,EX,50,EX,80,EX,3.5,EX,THN,STK,EX,None / Very Small,14.5,EX,43,60.7,EX,EX,EX,EX,EX,EX,EX,EX,VG,VG,0.5,EX,1,EX,1.4,VG,0.2,EX,3.5,EX,3.5,EX,0.6,EX,1,EX,0.3,EX,1.8,VG,2,EX,0.8,VG,0.1,EX,0.9,EX,2.5,EX,2.1,EX,0.3,EX,
72,EX,VG,3.14,3.16,1.927,58.7,34.05,41.01,48.2,78.2,4,1.84,3.27,0.67,13.96,43.15,61.14,59,EX,34,EX,41,EX,50,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,14,EX,43,61.1,EX,VG,EX,VG,VG,VG,EX,VG,VG,VG,0.6,EX,1,EX,1.4,VG,0.6,EX,3.5,EX,3.1,EX,1.2,EX,1,EX,0.6,EX,1.8,VG,2.4,EX,0.7,VG,0.6,EX,1.3,VG,3.9,VG,1.7,EX,0.9,EX,
62,EX,#N/A,2.94,2.98,1.763,58.5,32.96,40.08,46.5,78.5,4.46,1.96,3.35,0.41,13.32,41.74,59.58,59,EX,33,EX,40,VG,45,EX,80,EX,4.5,EX,MED,THK,VG,None / Very Small,13.5,EX,41.5,59.6,EX,VG,GD,GD,GD,GD,#N/A,GD,VG,,1.2,VG,1.6,VG,1,EX,1,VG,5.8,EX,4.2,EX,1.2,EX,0.3,EX,1,EX,2.8,VG,2.5,EX,0.3,EX,0.3,EX,0.6,EX,1.5,EX,1.9,EX,1.2,EX,
74,VG,VG,3.16,3.17,1.883,59.8,33.39,40.49,48.8,77.6,3.89,1.45,2.94,0.57,13.21,42.37,59.49,60,EX,33.5,EX,40.4,VG,50,EX,80,EX,4,EX,MED,STK,EX,None / Very Small,13,EX,42.5,59.5,EX,VG,VG,VG,VG,VG,VG,VG,GD,GD,0.5,EX,0.4,EX,0.8,EX,0.7,EX,9.6,VG,5.6,EX,1.4,VG,1.6,VG,2.5,GD,2.3,VG,3.8,VG,1.3,GD,1.6,GD,2.8,GD,2.2,EX,2.6,EX,1,EX,
75,VG,VG,3.14,3.16,1.915,57,32.14,40.68,45,78,4.51,2.38,3.81,0.54,13.57,42.68,60.85,57,EX,32,EX,40.6,EX,45,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,13.5,EX,42.5,60.9,EX,VG,VG,VG,VG,VG,VG,VG,GD,GD,0.7,EX,0.8,EX,0.8,EX,0.8,EX,6.8,EX,8.6,VG,1,EX,0.3,EX,1.3,VG,3.2,GD,2.5,EX,0.2,EX,0.3,EX,0.4,EX,1.7,EX,2.3,EX,0.8,EX,
76,VG,VG,3.17,3.19,1.923,63,36.28,40.43,50.5,75.7,4.5,2.36,4.18,0.69,13.55,42.26,60.47,63,VG,36.5,EX,40.4,VG,50,EX,75,EX,4.5,EX,STK,VTK,GD,None / Very Small,13.5,EX,42.5,60.5,EX,GD,GD,GD,GD,GD,GD,GD,GD,GD,0.6,EX,0.8,EX,1.3,VG,0.6,EX,3.6,EX,5.6,EX,1.3,VG,1.3,VG,1.6,VG,4.2,GD,3,VG,0.5,EX,0.6,EX,0.9,EX,1.9,EX,2.3,EX,1.2,EX,
77,VG,VG,3.13,3.16,2.019,57.7,36.9,41.44,45.9,81.2,4.61,2.77,3.44,0.7,15.88,43.75,64.24,58,EX,37,VG,41.4,EX,45,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,16,EX,44,64.2,VG,VG,VG,VG,VG,VG,GD,VG,VG,VG,0.9,EX,0.9,EX,0.3,EX,0.8,EX,3.9,EX,5.4,EX,0.6,EX,0.6,EX,1.3,VG,1.7,VG,2.4,EX,0.3,EX,0.4,EX,0.7,EX,1.8,EX,1.4,EX,0.6,EX,
64,VG,#N/A,2.89,2.92,1.842,58.4,36.44,41.49,50.1,79.9,4.17,2.2,3.34,0.59,15.36,43.84,63.43,58,EX,36.5,EX,41.4,EX,50,EX,80,EX,4,EX,STK,THK,VG,None / Very Small,15.5,EX,44,63.4,VG,VG,VG,VG,VG,VG,#N/A,VG,VG,,1,VG,0.6,EX,0.7,EX,1,VG,6.2,EX,3.7,EX,0.9,EX,0.7,EX,0.7,EX,2.3,VG,1.8,EX,0.2,EX,0.9,VG,1,VG,1.2,EX,1.7,EX,1.1,EX,
79,EX,VG,2.75,2.77,1.714,59.8,33.76,41.54,44.8,80.2,4.49,2.1,3.59,0.47,13.44,44.08,62.08,60,EX,34,EX,41.6,EX,45,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,13.5,EX,44,62.1,EX,VG,VG,VG,VG,VG,VG,VG,GD,GD,0.9,EX,1.3,VG,1.4,VG,1.2,VG,5.9,EX,5.2,EX,0.6,EX,0.7,EX,0.7,EX,4.6,GD,3.1,VG,0.3,EX,0.9,VG,1.1,VG,2.4,EX,2.3,EX,1.3,EX,
80,VG,VG,2.76,2.79,1.7,58.9,32.79,41.33,45.3,80.3,4,1.66,3.74,0.43,13.32,43.81,61.2,59,EX,33,EX,41.4,EX,45,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,13.5,EX,44,61.2,EX,VG,EX,VG,VG,VG,VG,VG,GD,GD,1.1,VG,2.3,VG,1.3,VG,0.9,EX,2.7,EX,7,VG,1.2,EX,0.7,EX,1.1,EX,2.9,VG,6,GD,0.5,EX,0.4,EX,0.9,EX,2.3,EX,1.2,EX,1,EX,
69,VG,#N/A,2.98,3,1.855,62.2,36.63,41.89,55.1,75.7,3.55,1.47,2.44,0.67,14.01,44.45,62.04,62,EX,36.5,EX,41.8,EX,55,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,14,EX,44.5,62,EX,EX,GD,GD,GD,GD,#N/A,GD,GD,,0.6,EX,0.9,EX,0.7,EX,0.7,EX,7,EX,4.1,EX,0.6,EX,0.7,EX,0.7,EX,3.7,GD,2,EX,0.2,EX,0.5,EX,0.6,EX,1,EX,3.6,EX,0.8,EX,
73,EX,#N/A,3.12,3.15,1.942,58,34.74,41.43,44.1,80.2,3.54,1.28,2.59,0.67,14.62,43.86,61.99,58,EX,34.5,EX,41.4,EX,45,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,14.5,EX,44,62,EX,EX,EX,EX,EX,EX,#N/A,EX,VG,,0.8,EX,0.4,EX,0.3,EX,0.1,EX,3.5,EX,2.2,EX,1.1,EX,0.6,EX,1,EX,2.1,VG,3.1,VG,0.5,EX,0.5,EX,0.8,EX,1.6,EX,1.4,EX,0.1,EX,
