internal_id,basic_final_polish,gw_polish,diameter_min,diameter_max,height,table_size,crown_angle,pavilion_angle,star_length,lower_half,girdle_thick,girdle_min,girdle_max,culet_size,crown_height,pavilion_depth,total_depth,table_size_pct,table_size_pct_grade,crown_angle_degree,crown_angle_degree_grade,pavilion_angle_degree,pavilion_angle_degree_grade,star_length_pct,star_length_pct_grade,lower_half_pct,lower_half_pct_grade,girdle_thick_pct,girdle_thick_pct_grade,girdle_min_description,girdle_max_description,girdle_grade,culet_size_description,crown_height_pct,crown_height_pct_grade,pavilion_depth_pct,total_depth_pct,total_depth_pct_grade,individual_cut_grade,est_table_cut_grade,gradia_cut,final_gradia_cut,final_sarine_cut,gw_cut,sarine_cut,sarine_symmetry,gw_symmetry,roundness,roundness_grade,table_size_dev,table_size_dev_grade,crown_angle_dev,crown_angle_dev_grade,pavilion_angle_dev,pavilion_angle_dev_grade,star_length_dev,star_length_dev_grade,lower_half_dev,lower_half_dev_grade,girdle_thick_dev,girdle_thick_dev_grade,crown_height_dev,crown_height_dev_grade,pavilion_depth_dev,pavilion_depth_dev_grade,misalignment,misalignment_grade,table_edge_var,table_edge_var_grade,table_off_center,table_off_center_grade,culet_off_center,culet_off_center_grade,table_off_culet,table_off_culet_grade,star_angle,star_angle_grade,upper_half_angle,upper_half_angle_grade,lower_half_angle,lower_half_angle_grade,remarks
659,VG,GD,3.05,3.1,1.876,58.7,33.24,41.36,47.4,82.2,3.38,1.36,2.05,0.68,13.68,43.83,60.95,59,EX,33,EX,41.4,EX,45,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,13.5,EX,44,60.9,EX,EX,EX,EX,EX,EX,VG,EX,VG,GD,1.6,VG,0.2,EX,1.9,VG,0.8,EX,3.1,EX,3.2,EX,1,EX,1,EX,1,EX,2.6,VG,1.1,EX,0.9,VG,0.2,EX,0.7,EX,2.6,EX,5,EX,1,EX,
201,VG,VG,3.15,3.16,1.948,58,34.58,40.84,49.2,76.5,4.22,2.16,2.92,0.57,14.57,43.03,61.82,58,EX,34.5,EX,40.8,EX,50,EX,75,EX,4,EX,STK,STK,EX,None / Very Small,14.5,EX,43,61.8,EX,EX,EX,EX,EX,EX,EX,EX,VG,VG,0.3,EX,0.5,EX,0.3,EX,0.3,EX,4.3,EX,1.8,EX,0.8,EX,0.6,EX,1,EX,1.9,VG,1.6,EX,0.5,EX,0.3,EX,0.7,EX,1.2,EX,1.7,EX,0.3,EX,
203,VG,VG,3.21,3.22,1.981,56.9,34.14,40.93,43.4,76.3,3.7,1.71,2.33,0.44,14.64,43.16,61.56,57,EX,34,EX,41,EX,45,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,14.5,EX,43,61.6,EX,EX,EX,EX,EX,EX,EX,EX,VG,VG,0.4,EX,0.4,EX,0.7,EX,0.6,EX,5.7,EX,2.6,EX,0.4,EX,0.6,EX,0.6,EX,2,VG,1.9,EX,0.5,EX,0.2,EX,0.4,EX,2.1,EX,1.2,EX,0.7,EX,
204,VG,GD,3.17,3.2,1.968,57.1,34.44,41.09,49,74.3,3.77,1.67,3.61,0.57,14.74,43.34,61.85,57,EX,34.5,EX,41,EX,50,EX,75,EX,4,EX,MED,THK,VG,None / Very Small,14.5,EX,43.5,61.8,EX,VG,EX,VG,VG,VG,VG,VG,VG,VG,0.9,EX,0.6,EX,1.1,EX,0.5,EX,2.8,EX,3.3,EX,1,EX,0.9,EX,0.9,EX,1.7,VG,2,EX,0.4,EX,0.1,EX,0.5,EX,2.4,EX,1.5,EX,0.5,EX,
215,EX,VG,3.13,3.14,1.897,58.7,33.48,40.84,47.2,75.7,3.73,2.23,2.9,0.48,13.68,42.97,60.51,59,EX,33.5,EX,40.8,EX,45,EX,75,EX,3.5,EX,STK,STK,EX,None / Very Small,13.5,EX,43,60.5,EX,EX,EX,EX,VG,VG,VG,EX,GD,GD,0.4,EX,0.5,EX,0.5,EX,0.1,EX,3.5,EX,3,EX,0.6,EX,0.6,EX,0.6,EX,3.4,GD,3.1,VG,0.4,EX,0.3,EX,0.7,EX,1.1,EX,1.1,EX,0.3,EX,
650,VG,VG,2.98,3.01,1.861,57.3,33.55,41.16,47.1,80.3,4.58,2.54,3.64,0.7,14.09,43.39,62.16,57,EX,33.5,EX,41.2,EX,45,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,14,EX,43.5,62.2,EX,VG,EX,VG,VG,VG,EX,VG,VG,VG,0.9,EX,1,EX,0.8,EX,1.1,VG,4.3,EX,2,EX,1.1,EX,0.7,EX,1,EX,2.1,VG,2.5,EX,0.3,EX,0.9,VG,1.1,VG,1.9,EX,1.9,EX,1.2,EX,
232,EX,VG,3.07,3.09,1.898,57.6,34.5,40.89,46.4,75.2,4.13,2.21,3.02,1.07,14.62,42.83,61.68,58,EX,34.5,EX,40.8,EX,45,EX,75,EX,4,EX,STK,THK,VG,None / Very Small,14.5,EX,43,61.7,EX,VG,EX,VG,VG,VG,VG,VG,VG,GD,0.6,EX,0.4,EX,1.3,VG,0.2,EX,5.3,EX,3.1,EX,0.5,EX,1,EX,1,EX,2.3,VG,3.8,VG,0.4,EX,0.4,EX,0.8,EX,2.6,EX,2.4,EX,0.2,EX,
235,EX,VG,3.07,3.08,1.9,56.5,34.58,40.9,50.7,76.1,3.64,1.49,2.37,0.29,14.87,43.16,61.71,57,EX,34.5,EX,41,EX,50,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,15,EX,43,61.7,EX,EX,EX,EX,EX,EX,EX,EX,VG,VG,0.4,EX,1,EX,0.9,EX,0.3,EX,3.2,EX,2.7,EX,1.1,EX,1.6,VG,0.6,EX,2.5,VG,1.8,EX,0.7,VG,0.7,VG,1.3,VG,2.2,EX,1.2,EX,0.3,EX,
664,VG,VG,3.07,3.1,1.838,59.8,32.45,40.83,48,76.6,3.89,1.62,2.82,0.49,12.81,42.93,59.6,60,EX,32.5,EX,40.8,EX,50,EX,75,EX,4,EX,MED,STK,EX,None / Very Small,13,EX,43,59.6,EX,EX,VG,VG,VG,VG,VG,VG,GD,VG,1.2,VG,1.3,VG,0.3,EX,0.5,EX,5.4,EX,6.9,VG,0.6,EX,1,EX,0.6,EX,3.6,GD,2.7,EX,0.5,EX,0.3,EX,0.7,EX,2.5,EX,1.6,EX,0.4,EX,
196,EX,VG,3.13,3.17,1.954,57.5,34.84,40.99,48.9,76.4,4.03,2.35,2.95,0.48,14.8,43.22,62.05,58,EX,35,EX,41,EX,50,EX,75,EX,4,EX,STK,THK,VG,None / Very Small,15,EX,43,62.1,EX,VG,EX,VG,VG,VG,EX,VG,VG,VG,1,VG,0.8,EX,0.7,EX,0.8,EX,2.6,EX,2.9,EX,0.6,EX,0.3,EX,0.6,EX,1.7,VG,1.3,EX,0.1,EX,0.7,VG,0.7,EX,2,EX,2.5,EX,0.9,EX,
214,EX,VG,3.12,3.14,1.929,58.4,34.54,41.08,44.6,76,3.96,1.95,2.72,0.64,14.35,43.29,61.63,58,EX,34.5,EX,41,EX,45,EX,75,EX,4,EX,MED,STK,EX,None / Very Small,14.5,EX,43.5,61.6,EX,EX,EX,EX,EX,EX,EX,EX,EX,VG,0.7,EX,0.8,EX,1.1,EX,0.3,EX,3.2,EX,3,EX,0.7,EX,0.6,EX,0.3,EX,1,EX,1.8,EX,0.3,EX,0.4,EX,0.7,EX,2.2,EX,0.8,EX,0.4,EX,
239,VG,VG,3.13,3.14,1.956,56.9,34.96,41.08,48.1,76.9,3.92,2.11,2.62,0.48,15.09,43.35,62.39,57,EX,35,EX,41,EX,50,EX,75,EX,4,EX,STK,STK,EX,None / Very Small,15,EX,43.5,62.4,EX,EX,EX,EX,EX,EX,EX,EX,EX,VG,0.2,EX,0.8,EX,0.1,EX,0.2,EX,3.6,EX,1.7,EX,0.5,EX,1,EX,0.3,EX,1.4,EX,1.8,EX,0.5,EX,0.2,EX,0.7,EX,0.9,EX,1.4,EX,0.3,EX,
584,VG,VG,3.25,3.28,1.959,57.5,34.33,39.95,45.8,79.1,3.71,1.47,3.19,0.49,14.55,41.62,60,58,EX,34.5,EX,40,VG,45,EX,80,EX,3.5,EX,MED,THK,VG,None / Very Small,14.5,EX,41.5,60,EX,VG,GD,GD,GD,VG,VG,VG,GD,GD,0.9,EX,1.7,VG,1.9,VG,0.8,EX,7.2,EX,3.6,EX,1.5,VG,2.5,GD,1.8,VG,3.4,GD,1.9,EX,1,VG,0.6,EX,1.2,VG,1.3,EX,2.8,EX,1,EX,
608,VG,VG,3.22,3.24,1.944,59.8,32.91,41.73,47.2,76.4,2.85,0.81,2.32,0.65,13.02,44.28,60.24,60,EX,33,EX,41.8,EX,45,EX,75,EX,3,EX,THN,STK,EX,None / Very Small,13,EX,44.5,60.2,EX,EX,EX,EX,VG,VG,VG,EX,GD,GD,0.7,EX,1.5,VG,0.7,EX,0.4,EX,5.5,EX,5,EX,1.2,EX,0.6,EX,0.6,EX,4.3,GD,2.3,EX,0.5,EX,0.4,EX,0.6,EX,4.2,VG,2,EX,0.6,EX,
638,VG,VG,3.06,3.07,1.892,61.6,34.5,41.63,49,80.6,4.21,2.15,3.17,0.62,13.32,44.16,61.75,62,EX,34.5,EX,41.6,EX,50,EX,80,EX,4,EX,STK,THK,VG,None / Very Small,13.5,EX,44,61.7,EX,VG,VG,VG,VG,VG,EX,VG,VG,VG,0.6,EX,1,EX,0.7,EX,1.4,VG,3.7,EX,5.7,EX,0.7,EX,1.3,VG,1,EX,2.2,VG,2.3,EX,0.7,VG,0.8,VG,1,VG,1.6,EX,1.7,EX,1.5,EX,
216,EX,VG,3.12,3.14,1.908,58.3,34.18,41.18,46.7,76,3.32,1.53,2.56,0.51,14.12,43.47,60.94,58,EX,34,EX,41.2,EX,45,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,14,EX,43.5,60.9,EX,EX,EX,EX,EX,EX,EX,EX,VG,VG,0.7,EX,1,EX,1.5,VG,1,VG,5.5,EX,3.1,EX,0.7,EX,1,EX,1,EX,1.6,VG,2.4,EX,0.1,EX,0.5,EX,0.4,EX,3,EX,1.9,EX,0.8,EX,
199,EX,GD,3.2,3.22,1.985,56.6,34.61,40.96,47.9,75,3.62,2,2.59,0.41,15,43.23,61.92,57,EX,34.5,EX,41,EX,50,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,15,EX,43,61.9,EX,EX,EX,EX,EX,EX,VG,EX,VG,VG,0.6,EX,1.4,VG,0.4,EX,0.3,EX,2.8,EX,4.3,EX,0.5,EX,0.6,EX,0.3,EX,2.1,VG,2.5,EX,0.3,EX,0.3,EX,0.6,EX,1.7,EX,0.8,EX,0.3,EX,
586,VG,VG,2.98,3.01,1.881,57.8,36.38,41.3,45.7,80.4,3.61,1.57,2.57,0.6,15.53,43.64,62.8,58,EX,36.5,EX,41.4,EX,45,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,15.5,EX,43.5,62.8,EX,EX,VG,VG,VG,VG,EX,VG,GD,VG,0.7,EX,0.9,EX,2.9,GD,0.9,EX,7.1,EX,4.1,EX,0.8,EX,1.7,VG,1,EX,1.9,VG,2.9,VG,0.3,EX,0.4,EX,0.7,EX,0.7,EX,3.2,EX,0.9,EX,
590,EX,VG,2.98,2.99,1.89,58.5,34.8,41.68,54.4,77.1,4.69,2.08,3.42,0.8,14.43,44.17,63.3,59,EX,35,EX,41.6,EX,55,EX,75,EX,4.5,EX,STK,THK,VG,None / Very Small,14.5,EX,44,63.3,VG,VG,VG,VG,VG,VG,VG,VG,GD,GD,0.4,EX,0.8,EX,1.2,EX,1.3,VG,3.9,EX,4.6,EX,1.2,EX,2,VG,1,EX,3.4,GD,3.2,VG,0.6,EX,0.8,VG,0.5,EX,2.4,EX,1.9,EX,1.6,EX,
598,EX,VG,2.92,2.94,1.728,61.7,34.28,40.96,47.4,75.3,2.87,0.92,2.05,0.58,13.02,43.05,59.04,62,EX,34.5,EX,41,EX,45,EX,75,EX,3,EX,THN,STK,EX,None / Very Small,13,EX,43,59,EX,EX,EX,EX,EX,EX,VG,EX,VG,VG,0.6,EX,0.7,EX,1.4,VG,1.5,VG,5.3,EX,3.7,EX,0.7,EX,1.4,VG,0.7,EX,1.4,EX,1.2,EX,0.2,EX,0.9,VG,0.7,EX,3.2,EX,1.7,EX,1.6,EX,
611,EX,VG,2.91,2.93,1.77,59.4,33.44,41.03,47.4,77.9,3.94,1.78,2.95,0.69,13.44,43.26,60.68,59,EX,33.5,EX,41,EX,45,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,13.5,EX,43.5,60.7,EX,VG,EX,VG,VG,VG,EX,VG,VG,VG,0.8,EX,0.4,EX,0.6,EX,1.2,VG,4.1,EX,1.6,EX,0.9,EX,0.7,EX,1,EX,1.8,VG,2.5,EX,0.5,EX,0.5,EX,0.5,EX,2.3,EX,1,EX,1.3,EX,
642,EX,VG,2.99,3.02,1.756,61.9,32.68,40.71,46.6,79,3.53,1.36,2.4,0.63,12.25,42.64,58.46,62,EX,32.5,EX,40.8,EX,45,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,12.5,EX,42.5,58.5,EX,EX,VG,VG,VG,VG,VG,VG,VG,GD,0.9,EX,1,EX,0.9,EX,0.5,EX,3.8,EX,4.9,EX,0.5,EX,0.3,EX,0.7,EX,2.6,VG,3,VG,0.1,EX,0.5,EX,0.6,EX,2.3,EX,2.3,EX,0.6,EX,
646,EX,VG,3.16,3.18,2.001,56.9,35.91,41.33,45.4,79.8,3.62,1.8,2.62,0.63,15.66,43.68,63.06,57,EX,36,EX,41.4,EX,45,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,15.5,EX,43.5,63.1,VG,VG,VG,VG,VG,VG,VG,EX,GD,VG,0.7,EX,0.9,EX,2.3,VG,0.7,EX,2.8,EX,1.5,EX,0.6,EX,1.6,VG,0.9,EX,3.1,GD,3,VG,0,EX,0.2,EX,0.2,EX,2.3,EX,2.5,EX,0.8,EX,
649,VG,VG,2.92,2.97,1.888,58.1,36.31,41.04,49.5,80.9,5.7,3.57,4.55,0.65,15.42,42.78,64.11,58,EX,36.5,EX,41,EX,50,EX,80,EX,5.5,VG,THK,VTK,GD,None / Very Small,15.5,EX,43,64.1,VG,GD,VG,GD,GD,GD,VG,GD,GD,GD,1.6,VG,1.1,EX,0.5,EX,1.2,VG,4.8,EX,4.1,EX,0.7,EX,1.4,VG,1.4,VG,4.6,GD,2.1,EX,0.7,VG,0.9,VG,1.3,VG,2.4,EX,2.1,EX,1.5,EX,
580,VG,VG,3.19,3.21,1.881,58.6,32.79,40.19,47.6,77.9,3.31,1.25,2.31,0.5,13.4,42.05,58.76,59,EX,33,EX,40.2,VG,50,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,13.5,EX,42,58.8,EX,VG,GD,GD,GD,GD,GD,GD,VG,GD,0.7,EX,1.3,VG,1.8,VG,0.9,EX,8.2,EX,3.5,EX,0.7,EX,1.2,EX,1.2,EX,2.4,VG,2.6,EX,0.3,EX,0.1,EX,0.3,EX,2.1,EX,1.8,EX,1,EX,
660,VG,GD,3,3.02,1.829,61.2,34.69,41.28,50.9,75.6,3.62,1.56,2.42,0.53,13.45,43.64,60.74,61,EX,34.5,EX,41.2,EX,50,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,13.5,EX,43.5,60.7,EX,EX,EX,EX,EX,EX,VG,EX,VG,VG,0.6,EX,0.7,EX,0.3,EX,1,VG,3.7,EX,6,EX,1,EX,0.7,EX,1,EX,2.8,VG,1.6,EX,0.3,EX,0.3,EX,0.1,EX,1.2,EX,0.9,EX,0.9,EX,
661,VG,VG,3,3.02,1.889,57.6,34.45,41.45,48.9,81.1,4.28,2.09,3.12,0.53,14.55,43.87,62.74,58,EX,34.5,EX,41.4,EX,50,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,14.5,EX,44,62.7,EX,VG,EX,VG,VG,VG,EX,VG,VG,EX,0.9,EX,0.3,EX,0.7,EX,0.6,EX,1.6,EX,2.2,EX,0.7,EX,0.7,EX,0.7,EX,1.9,VG,1.8,EX,0.6,EX,0.4,EX,0.5,EX,1,EX,2.5,EX,0.5,EX,
582,VG,VG,2.91,2.93,1.757,60.4,33.23,40.99,45.8,76.5,3.87,1.51,2.71,0.51,13.02,43.27,60.19,60,EX,33,EX,41,EX,45,EX,75,EX,4,EX,MED,STK,EX,None / Very Small,13,EX,43.5,60.2,EX,EX,EX,EX,VG,VG,VG,EX,GD,GD,0.8,EX,0.6,EX,0.7,EX,0.3,EX,4.9,EX,2.4,EX,0.6,EX,0.3,EX,1,EX,3.7,GD,2.6,EX,0.1,EX,0.4,EX,0.3,EX,2.1,EX,1.5,EX,0.7,EX,
612,VG,VG,2.98,2.99,1.75,60.8,32.65,40.14,46,75.9,4.12,1.98,3.15,0.64,12.66,41.84,58.63,61,EX,32.5,EX,40.2,VG,45,EX,75,EX,4,EX,MED,THK,VG,None / Very Small,12.5,EX,42,58.6,EX,VG,GD,GD,GD,GD,VG,GD,VG,GD,0.6,EX,1.1,EX,1.1,EX,0.8,EX,5,EX,6.9,VG,0.7,EX,1.3,VG,1.3,VG,2.9,VG,3.8,VG,0.6,EX,0.4,EX,0.8,EX,4.3,VG,1.3,EX,0.8,EX,
665,EX,VG,3.04,3.06,1.775,60.3,32.79,40.38,48,76.5,3.18,1.11,1.87,0.66,12.82,42.2,58.2,60,EX,33,EX,40.4,VG,50,EX,75,EX,3,EX,THN,MED,EX,None / Very Small,13,EX,42,58.2,EX,VG,VG,VG,VG,VG,VG,VG,VG,VG,0.8,EX,1.1,EX,0.4,EX,0.6,EX,2.8,EX,4.1,EX,0.6,EX,0.3,EX,0.7,EX,1.8,VG,1.8,EX,0.1,EX,0.3,EX,0.2,EX,1,EX,2.7,EX,0.7,EX,
601,VG,VG,2.94,2.96,1.813,57.6,34.45,41.14,44.8,77.7,3.56,1.53,2.65,0.51,14.59,43.4,61.52,58,EX,34.5,EX,41.2,EX,45,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,14.5,EX,43.5,61.5,EX,EX,EX,EX,VG,VG,EX,EX,GD,VG,0.5,EX,0.6,EX,0.5,EX,1.2,VG,8.1,EX,4.5,EX,0.8,EX,1.4,VG,1.4,VG,1.8,VG,2.1,EX,1.1,VG,1.5,GD,2.5,GD,2.3,EX,2,EX,1.2,EX,
587,EX,VG,2.94,2.96,1.828,59.9,36.65,41.1,47.5,76.8,3.77,1.66,2.71,0.81,14.93,43.3,62.03,60,EX,36.5,EX,41.2,EX,50,EX,75,EX,4,EX,MED,STK,EX,None / Very Small,15,EX,43.5,62,EX,EX,VG,VG,VG,VG,VG,VG,VG,VG,0.7,EX,0.8,EX,1.6,VG,0.7,EX,4.1,EX,2,EX,1,EX,1.4,VG,1,EX,1.9,VG,3,VG,0.4,EX,0.2,EX,0.4,EX,3.8,VG,1.6,EX,0.7,EX,
605,VG,VG,2.95,2.97,1.9,58,35.95,41.91,48.4,81.3,4.26,2.13,3.68,0.47,15.28,44.62,64.23,58,EX,36,EX,42,VG,50,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,15.5,EX,44.5,64.2,VG,VG,VG,VG,VG,GD,VG,GD,VG,GD,0.7,EX,0.5,EX,0.9,EX,1.2,VG,4,EX,4,EX,1.6,VG,1,EX,2,VG,2.9,VG,2.6,EX,0.5,EX,0.4,EX,0.9,EX,2.2,EX,2.2,EX,1.2,EX,
621,EX,VG,3.01,3.02,1.863,57.6,34.88,41.4,44.8,78.9,3.19,0.76,2.16,0.5,14.76,43.8,61.81,58,EX,35,EX,41.4,EX,45,EX,80,EX,3,EX,THN,STK,EX,None / Very Small,15,EX,44,61.8,EX,EX,EX,EX,VG,VG,VG,EX,GD,GD,0.3,EX,0.9,EX,1.6,VG,0.5,EX,3.9,EX,3.4,EX,1.3,VG,1.7,VG,0.7,EX,4.3,GD,3.6,VG,0.4,EX,0.3,EX,0.3,EX,1.6,EX,3.4,EX,0.6,EX,
637,EX,VG,3.04,3.07,1.903,58,32.56,42.03,46,75.6,3.99,1.37,3.04,0.82,13.45,44.7,62.27,58,EX,32.5,EX,42,VG,45,EX,75,EX,4,EX,MED,THK,VG,None / Very Small,13.5,EX,44.5,62.3,EX,VG,VG,VG,VG,VG,VG,VG,VG,VG,0.9,EX,0.8,EX,1,EX,1.3,VG,2,EX,7.6,VG,1,EX,0.7,EX,1.3,VG,2.6,VG,1.5,EX,0.3,EX,1.1,VG,1.4,VG,2,EX,2,EX,1.3,EX,
623,VG,GD,3.06,3.11,1.823,61.5,32.96,41.08,48.4,78.7,3.34,1.43,3.05,0.68,12.49,43.27,59.13,62,EX,33,EX,41,EX,50,EX,80,EX,3.5,EX,MED,THK,VG,None / Very Small,12.5,EX,43.5,59.1,EX,VG,EX,VG,VG,VG,VG,VG,VG,VG,1.4,VG,1.2,EX,0.7,EX,0.9,EX,5.4,EX,4.7,EX,1.8,VG,0.3,EX,1.6,VG,2.3,VG,1.8,EX,0.2,EX,1.1,VG,1.2,VG,3,EX,1.5,EX,1.3,EX,
653,EX,VG,2.96,2.98,1.839,58.1,34.74,41.69,45.9,76.9,3.13,1.62,2.32,0.77,14.48,44.22,61.94,58,EX,34.5,EX,41.6,EX,45,EX,75,EX,3,EX,MED,STK,EX,None / Very Small,14.5,EX,44,61.9,EX,EX,EX,EX,EX,EX,EX,EX,VG,VG,0.5,EX,0.7,EX,0.7,EX,0.5,EX,3.6,EX,3.1,EX,0.6,EX,0.7,EX,0.7,EX,2.6,VG,1.6,EX,0.3,EX,0.6,EX,0.8,EX,1,EX,2.9,EX,0.7,EX,
655,VG,VG,2.98,3.04,1.855,57.5,32.06,41.35,50.8,80.2,4.65,2.03,3.72,0.93,13.36,43.58,61.67,58,EX,32,EX,41.4,EX,50,EX,80,EX,4.5,EX,MED,THK,VG,None / Very Small,13.5,EX,43.5,61.7,EX,VG,EX,VG,VG,VG,VG,VG,VG,GD,1.8,VG,2.3,VG,1.7,VG,1.4,VG,7.6,EX,3.1,EX,1.1,EX,1.7,VG,1,EX,2.8,VG,2.8,VG,0.3,EX,1,VG,1.1,VG,1.7,EX,2.2,EX,1.5,EX,
626,VG,GD,3.04,3.06,1.866,62.8,35.38,41.04,49.3,78.9,4.89,2.46,4.03,0.52,13.31,42.89,61.18,63,VG,35.5,EX,41,EX,50,EX,80,EX,5,VG,STK,THK,VG,None / Very Small,13.5,EX,43,61.2,EX,VG,VG,VG,VG,VG,VG,VG,GD,GD,0.5,EX,0.4,EX,1.6,VG,0.9,EX,3.9,EX,2,EX,0.8,EX,1,EX,1,EX,4.2,GD,2.1,EX,0.1,EX,0.3,EX,0.4,EX,2,EX,3.4,EX,1,EX,
656,VG,VG,3.04,3.08,1.844,61.1,32.99,41.33,50.3,77.7,4.21,1.63,3.43,0.65,12.64,43.29,60.24,61,EX,33,EX,41.4,EX,50,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,12.5,EX,43.5,60.2,EX,VG,EX,VG,VG,VG,VG,VG,VG,GD,1.4,VG,0.4,EX,0.6,EX,0.3,EX,4.9,EX,5.4,EX,1.8,VG,0.7,EX,1,EX,2.4,VG,3.3,VG,0.4,EX,0.2,EX,0.6,EX,1.7,EX,2.1,EX,0.4,EX,
630,VG,VG,3.08,3.1,1.845,60.9,31.93,41.21,46,76.8,4.08,1.91,3.17,0.71,12.19,43.37,59.67,61,EX,32,EX,41.2,EX,45,EX,75,EX,4,EX,MED,THK,VG,None / Very Small,12,VG,43.5,59.7,EX,VG,VG,VG,VG,VG,EX,VG,GD,VG,0.8,EX,1.4,VG,0.9,EX,0.5,EX,7.2,EX,4.4,EX,1.2,EX,0.6,EX,1,EX,3.3,GD,4.2,VG,0.3,EX,0.5,EX,0.6,EX,3.3,EX,1.8,EX,0.6,EX,
202,VG,VG,3.14,3.15,1.948,57.4,35.2,39.93,48,75.7,5.15,3.05,3.81,0.41,15.06,41.65,61.88,57,EX,35,EX,40,VG,50,EX,75,EX,5,VG,THK,THK,VG,None / Very Small,15,EX,41.5,61.9,EX,VG,VG,VG,VG,VG,VG,VG,VG,VG,0.3,EX,0.4,EX,0.6,EX,0.1,EX,6,EX,2.1,EX,0.5,EX,1,EX,0.6,EX,2.5,VG,2.4,EX,0.4,EX,0.6,EX,1,VG,2.3,EX,2.4,EX,0.2,EX,
648,VG,VG,2.94,2.96,1.785,58.3,34.96,40.85,48.5,75.9,2.85,0.95,2.34,0.68,14.62,42.98,60.55,58,EX,35,EX,40.8,EX,50,EX,75,EX,3,EX,THN,STK,EX,None / Very Small,14.5,EX,43,60.5,EX,EX,EX,EX,VG,VG,VG,EX,GD,GD,0.6,EX,1.2,EX,0.7,EX,0.5,EX,2.5,EX,3.7,EX,1,EX,0.3,EX,1,EX,3.4,GD,1.8,EX,0.2,EX,0.3,EX,0.3,EX,1.9,EX,1.4,EX,0.6,EX,
651,EX,VG,3.02,3.03,1.838,57.6,33.8,40.88,47.1,76.5,3.53,1.42,2.77,0.66,14.2,42.92,60.68,58,EX,34,EX,40.8,EX,45,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,14,EX,43,60.7,EX,EX,EX,EX,EX,EX,EX,EX,VG,VG,0.4,EX,0.6,EX,0.9,EX,0.7,EX,6,EX,4.2,EX,1,EX,0.7,EX,1,EX,1.6,VG,0.8,EX,0.5,EX,0.2,EX,0.3,EX,2.2,EX,1.9,EX,0.7,EX,
228,VG,VG,3.05,3.07,1.889,58.1,34.44,41.01,45.6,75.7,4.02,2.22,2.91,0.69,14.41,43.22,61.71,58,EX,34.5,EX,41,EX,45,EX,75,EX,4,EX,STK,STK,EX,None / Very Small,14.5,EX,43,61.7,EX,EX,EX,EX,EX,EX,EX,EX,VG,VG,0.7,EX,0.8,EX,0.6,EX,0.3,EX,6,EX,3.6,EX,0.5,EX,0.3,EX,0.3,EX,1.8,VG,4.3,VG,0.1,EX,0.2,EX,0.3,EX,3.2,EX,1.4,EX,0.3,EX,
234,EX,VG,3.14,3.16,1.94,55.4,33.73,40.93,48,77.3,3.39,1.49,2.41,0.38,14.94,43.18,61.55,55,EX,33.5,EX,41,EX,50,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,15,EX,43,61.5,EX,EX,EX,EX,VG,VG,VG,EX,GD,GD,0.6,EX,0.5,EX,0.5,EX,0.4,EX,5.7,EX,3.7,EX,0.5,EX,0.3,EX,0.3,EX,3.3,GD,2,EX,0.2,EX,0.1,EX,0.1,EX,1.7,EX,1.3,EX,0.3,EX,
238,EX,VG,3.11,3.13,1.898,57.4,32.89,41.15,44.6,77.2,3.56,1.73,2.88,0.64,13.77,43.4,60.79,57,EX,33,EX,41.2,EX,45,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,14,EX,43.5,60.8,EX,EX,EX,EX,EX,EX,EX,EX,VG,VG,0.7,EX,0.4,EX,0.4,EX,1,VG,2.5,EX,4.4,EX,1.2,EX,0.6,EX,1.6,VG,1.7,VG,2.8,VG,0.4,EX,0.1,EX,0.3,EX,1.9,EX,2,EX,1.1,EX,
181,VG,VG,3.02,3.04,1.87,57.2,34.1,41.1,46.4,76.4,3.76,2.01,2.54,0.56,14.52,43.4,61.72,57,EX,34,EX,41.2,EX,45,EX,75,EX,4,EX,MED,STK,EX,None / Very Small,14.5,EX,43.5,61.7,EX,EX,EX,EX,EX,EX,EX,EX,EX,VG,0.6,EX,0.4,EX,0.9,EX,0.4,EX,3.3,EX,2.4,EX,0.4,EX,0.7,EX,0.3,EX,1.5,EX,2.7,EX,0.1,EX,0.3,EX,0.2,EX,2,EX,1.3,EX,0.5,EX,
