internal_id,,,diameter_min,diameter_max,height,table_size,crown_angle,pavilion_angle,star_length,lower_half,girdle_thickness_number,girdle_min_number,girdle_max_number,culet_size,crown_height,pavilion_depth,total_depth,table_size_rounded,crown_angle_rounded,pavilion_angle_rounded,star_length_rounded,lower_half_rounded,girdle_thickness_rounded,girdle_min_grade,girdle_max_grade,culet_size_description,crown_height_rounded,pavilion_depth_rounded,total_depth_rounded,sarine_cut_pre_polish_symmetry,sarine_symmetry,roundness,roundness_grade,table_size_dev,table_size_dev_grade,crown_angle_dev,crown_angle_dev_grade,pavilion_angle_dev,pavilion_angle_dev_grade,star_length_dev,star_length_dev_grade,lower_half_dev,lower_half_dev_grade,girdle_thick_dev,girdle_thick_dev_grade,crown_height_dev,crown_height_dev_grade,pavilion_depth_dev,pavilion_depth_dev_grade,misalignment,misalignment_grade,table_edge_var,table_edge_var_grade,table_off_center,table_off_center_grade,culet_off_center,culet_off_center_grade,table_off_culet,table_off_culet_grade,star_angle,star_angle_grade,upper_half_angle,upper_half_angle_grade,lower_half_angle,lower_half_angle_grade,remarks
827,Round,0.08,2.73,2.76,1.69,58.6,34.59,40.65,48.7,75,4.4,1.97,3.31,0.44,14.34,42.81,61.52,59,34.5,40.6,50,75,4.5,MED,THK,None / Very Small,14.5,43,61.5,VG,VG,1,VG,0.4,EX,1.2,EX,1.3,VG,4.5,EX,5,EX,1.2,EX,1.1,EX,1.5,VG,1.5,EX,2.1,EX,0.1,EX,0.6,EX,0.7,EX,2.3,EX,2.3,EX,1.4,EX,
832,Round,0.082,2.77,2.78,1.713,56.3,34.16,40.76,47,77.3,4.07,1.94,2.7,1.22,14.9,42.68,61.64,56,34,40.8,45,75,4,MED,STK,None / Very Small,15,42.5,61.6,EX,VG,0.3,EX,1.1,EX,0.6,EX,0.7,EX,4.6,EX,3.2,EX,1,EX,0.7,EX,1.1,EX,1.2,EX,2.5,EX,0.4,EX,0.8,VG,1.2,VG,3.8,VG,1.2,EX,0.7,EX,
834,Round,0.081,2.77,2.78,1.683,59.3,33.79,40.69,48,76.2,4.11,2.13,3.03,0.5,13.73,42.81,60.65,59,34,40.6,50,75,4,STK,THK,None / Very Small,13.5,43,60.6,VG,VG,0.6,EX,0.8,EX,0.8,EX,1,VG,4.7,EX,3.8,EX,0.8,EX,0.7,EX,1.1,EX,1.8,VG,1.7,EX,0.2,EX,0.6,EX,0.6,EX,1.5,EX,1.4,EX,1.1,EX,
774,ROUND,0.087,2.77,2.81,1.757,58.3,36.04,40.86,51.4,76.5,4.8,2.51,3.94,0.72,15.23,42.94,62.97,58,36,40.8,50,75,5,STK,THK,None / Very Small,15,43,63,VG,VG,1.5,VG,1.2,EX,0.5,EX,0.2,EX,4.2,EX,3.3,EX,1.3,VG,0.7,EX,0.7,EX,2.4,VG,2.1,EX,0.4,EX,0.2,EX,0.2,EX,0.4,EX,1.9,EX,0.2,EX,
775,ROUND,0.082,2.76,2.79,1.693,60.3,34.96,40.89,50.7,80.1,4.33,2.16,3.03,0.94,13.96,42.75,61.08,60,35,40.8,50,80,4.5,STK,THK,None / Very Small,14,43,61.1,VG,VG,1.2,VG,0.6,EX,1.2,EX,1.4,VG,6.4,EX,3.2,EX,1.1,EX,1.4,VG,1.8,VG,2.3,VG,2.7,EX,0.5,EX,0.7,VG,0.4,EX,1.6,EX,1.4,EX,1.4,EX,
776,ROUND,0.083,2.74,2.77,1.713,59.2,35.33,40.8,51.3,75.6,4.86,2.72,3.77,0.58,14.48,42.82,62.16,59,35.5,40.8,50,75,5,STK,THK,None / Very Small,14.5,43,62.2,VG,VG,1.1,VG,0.7,EX,1.3,VG,1.4,VG,8.7,EX,4.2,EX,0.5,EX,0.7,EX,0.7,EX,2.3,VG,3.3,VG,0.4,EX,1,VG,1.2,VG,0.9,EX,2.5,EX,1.4,EX,
777,ROUND,0.112,3.09,3.11,1.887,58.7,34.79,40.86,50.9,76.2,3.61,1.58,3.03,0.77,14.32,42.9,60.87,59,35,40.8,50,75,3.5,MED,THK,None / Very Small,14.5,43,60.9,VG,VG,0.8,EX,0.9,EX,1.1,EX,0.6,EX,5.9,EX,3.4,EX,1,EX,1,EX,0.6,EX,1.7,VG,2.7,EX,0.3,EX,0.5,EX,0.8,EX,1.9,EX,2.9,EX,0.6,EX,
778,ROUND,0.11,3.09,3.11,1.854,62.1,34.33,41.09,50.8,80.7,3.42,1.58,2.26,0.48,12.96,43.42,59.77,62,34.5,41,50,80,3.5,MED,STK,None / Very Small,13,43.5,59.8,EX,EX,0.5,EX,0.6,EX,0.5,EX,0.8,EX,4.9,EX,2.5,EX,0.6,EX,0.6,EX,0.3,EX,1.2,EX,2.4,EX,0.3,EX,0.5,EX,0.8,EX,1.1,EX,2.6,EX,0.8,EX,
779,ROUND,0.114,3.11,3.14,1.901,57.3,33.95,40.75,51.8,75.5,3.68,1.7,2.37,0.58,14.35,42.86,60.89,57,34,40.8,50,75,3.5,MED,STK,None / Very Small,14.5,43,60.9,EX,EX,0.9,EX,0.6,EX,0.4,EX,0.4,EX,2.2,EX,1.7,EX,0.8,EX,0.6,EX,0.6,EX,1.1,EX,1.4,EX,0.5,EX,0.2,EX,0.6,EX,0.5,EX,1.3,EX,0.4,EX,
782,ROUND,0.081,2.78,2.8,1.681,59.8,34.13,40.96,48.9,75.2,3.44,1.9,3.01,0.43,13.59,43.19,60.29,60,34,41,50,75,3.5,MED,THK,None / Very Small,13.5,43,60.3,VG,GD,0.8,EX,1.1,EX,2.6,GD,1.4,VG,9.1,VG,4.4,EX,1.7,VG,0.7,EX,1.4,VG,3.6,GD,1.9,EX,0.8,VG,0.9,VG,1.2,VG,4,VG,6.5,VG,1.4,EX,
783,ROUND,0.083,2.81,2.82,1.697,58.7,33.7,40.73,49.3,75.2,3.91,1.81,2.7,0.5,13.78,42.47,60.26,59,33.5,40.8,50,75,4,MED,STK,None / Very Small,14,42.5,60.3,EX,VG,0.6,EX,0.6,EX,0.3,EX,0.5,EX,5.2,EX,2.2,EX,0.7,EX,1.1,EX,1.4,VG,1.5,EX,2,EX,0.7,VG,0.3,EX,0.9,EX,1.1,EX,0.9,EX,0.6,EX,
785,ROUND,0.084,2.79,2.8,1.729,57.4,34.39,40.89,51.7,78.8,4.26,2.58,3.26,0.75,14.61,42.96,61.9,57,34.5,40.8,50,80,4.5,STK,THK,None / Very Small,14.5,43,61.9,VG,VG,0.3,EX,0.7,EX,0.5,EX,0.4,EX,5.4,EX,1.6,EX,0.5,EX,0.7,EX,0.7,EX,2.1,VG,2.3,EX,0.1,EX,0.2,EX,0.2,EX,0.8,EX,1,EX,0.3,EX,
787,ROUND,0.087,2.84,2.86,1.737,58.2,34.14,40.8,50.3,75.8,3.76,1.54,2.98,0.49,14.19,42.98,60.99,58,34,40.8,50,75,4,MED,THK,None / Very Small,14,43,61,VG,VG,0.9,EX,2.3,VG,1.6,VG,0.7,EX,4.8,EX,3.1,EX,1.4,VG,1.8,VG,1.4,VG,2.6,VG,3.6,VG,1.1,VG,0.7,VG,1.5,VG,4.8,VG,2.4,EX,0.7,EX,
788,ROUND,0.084,2.81,2.84,1.693,59.7,33.41,40.73,51,76.5,3.72,1.74,3.01,0.57,13.31,42.85,59.95,60,33.5,40.8,50,75,3.5,MED,THK,None / Very Small,13.5,43,60,VG,GD,1.1,VG,1.9,VG,2.5,GD,2,GD,4.1,EX,4.2,EX,1.1,EX,0.7,EX,1.4,VG,1.6,VG,2.4,EX,0.6,EX,1.1,VG,1.7,VG,2.2,EX,6.8,VG,2,VG,
789,ROUND,0.119,3.13,3.16,1.952,55.8,35.14,40.64,51.2,74.7,3.69,1.94,2.67,0.45,15.6,42.81,62.13,56,35,40.6,50,75,3.5,MED,STK,None / Very Small,15.5,43,62.1,EX,VG,1,VG,1.1,EX,0.4,EX,0.2,EX,2.1,EX,2.9,EX,0.6,EX,0.6,EX,0.3,EX,1.7,VG,1.5,EX,0.2,EX,0.1,EX,0.1,EX,0.5,EX,1.3,EX,0.2,EX,
794,ROUND,0.122,3.17,3.19,1.952,57,34.26,40.76,50,77.2,3.81,2.04,2.8,0.5,14.65,42.92,61.38,57,34.5,40.8,50,75,4,MED,STK,None / Very Small,14.5,43,61.4,EX,EX,0.8,EX,0.6,EX,0.1,EX,0.2,EX,3.6,EX,4.1,EX,0.4,EX,0.3,EX,0.3,EX,1.1,EX,1.5,EX,0.2,EX,0,EX,0.2,EX,1.1,EX,0.3,EX,0.2,EX,
795,ROUND,0.12,3.15,3.18,1.956,56.5,34.85,40.95,51.7,77.6,3.38,1.36,2.68,0.51,15.19,43.18,61.78,57,35,41,50,80,3.5,MED,STK,None / Very Small,15,43,61.8,EX,VG,1.2,VG,0.6,EX,0.6,EX,0.1,EX,3.7,EX,2.9,EX,1.2,EX,0.6,EX,0.6,EX,1.5,EX,1.4,EX,0.2,EX,0.3,EX,0.1,EX,1.8,EX,2.7,EX,0.2,EX,
797,ROUND,0.122,3.15,3.17,1.972,56.7,35.19,41,48.1,77.4,3.83,1.8,2.56,0.6,15.28,43.25,62.39,57,35,41,50,75,4,MED,STK,None / Very Small,15.5,43.5,62.4,EX,EX,0.5,EX,0.7,EX,0.5,EX,0.3,EX,2.3,EX,3.6,EX,0.8,EX,0.3,EX,0.9,EX,1.2,EX,2.4,EX,0.1,EX,0.2,EX,0.3,EX,0.8,EX,0.6,EX,0.4,EX,
798,ROUND,0.119,3.1,3.13,1.933,57.3,34.1,40.68,48.8,76,4.75,3.11,4.17,0.77,14.47,42.7,62.01,57,34,40.6,50,75,5,THK,VTK,None / Very Small,14.5,42.5,62,GD,GD,1,VG,0.6,EX,1.1,EX,2,GD,4.9,EX,2.5,EX,1.6,VG,1.3,VG,2.6,GD,2,VG,2.1,EX,0.5,EX,1.3,GD,1.2,VG,1,EX,2.1,EX,2,VG,
799,ROUND,0.123,3.17,3.19,1.968,56.6,35.16,40.83,50.3,76.5,3.68,1.61,2.3,0.69,15.33,42.95,61.96,57,35,40.8,50,75,3.5,MED,STK,None / Very Small,15.5,43,62,EX,VG,0.6,EX,0.9,EX,0.4,EX,0.4,EX,3.1,EX,3.9,EX,0.5,EX,0.6,EX,0.6,EX,1.8,VG,1.9,EX,0.4,EX,0.5,EX,0.9,EX,0.9,EX,1.6,EX,0.5,EX,
800,ROUND,0.124,3.16,3.2,1.968,56.5,34.86,40.64,50.8,76.5,4.09,2.17,3.71,0.6,15.16,42.65,61.91,57,35,40.6,50,75,4,STK,THK,None / Very Small,15,42.5,61.9,VG,VG,1.1,VG,1.3,VG,0.8,EX,0.3,EX,4.4,EX,2.2,EX,0.8,EX,0.9,EX,0.6,EX,2.2,VG,3.3,VG,0.1,EX,0.7,VG,0.8,EX,4.6,VG,1.4,EX,0.4,EX,
802,ROUND,0.124,3.16,3.19,1.971,56.3,34.1,40.7,52.7,76.4,4.47,2.43,3.15,0.57,14.8,42.77,62.08,56,34,40.8,55,75,4.5,STK,THK,None / Very Small,15,43,62.1,VG,VG,0.7,EX,0.4,EX,0.9,EX,0.8,EX,4.2,EX,3.9,EX,0.6,EX,0.6,EX,0.6,EX,1.8,VG,1.8,EX,0.1,EX,0.3,EX,0.3,EX,1.6,EX,2.3,EX,0.7,EX,
803,ROUND,0.088,2.83,2.85,1.749,59.5,35.03,40.9,54,76,4.37,2.29,3.52,0.42,14.23,42.92,61.58,60,35,41,55,75,4.5,STK,THK,None / Very Small,14,43,61.6,VG,VG,0.9,EX,0.4,EX,2,VG,0.9,EX,6.2,EX,5.2,EX,1.3,VG,1.4,VG,1.8,VG,2,VG,2.4,EX,0.4,EX,0.1,EX,0.4,EX,2.3,EX,1.9,EX,1,EX,
804,ROUND,0.083,2.78,2.82,1.711,57.5,33.5,40.9,48.3,73.4,3.97,2.11,3.22,0.57,14.01,43.07,61.15,58,33.5,41,50,75,4,STK,THK,None / Very Small,14,43,61.2,VG,GD,1.6,VG,2.4,VG,1.4,VG,1.1,VG,6.8,EX,2.9,EX,0.7,EX,1.4,VG,1.4,VG,3.4,GD,3.4,VG,0.6,EX,0.6,EX,1,VG,2.1,EX,2.1,EX,1.3,EX,
806,ROUND,0.081,2.74,2.76,1.697,59.2,34.56,40.75,50,75.9,4.8,2.69,4.29,0.51,14.08,42.85,61.73,59,34.5,40.8,50,75,5,STK,VTK,None / Very Small,14,43,61.7,GD,VG,0.8,EX,0.3,EX,1,EX,0.8,EX,2.3,EX,3.8,EX,0.9,EX,1.1,EX,0.7,EX,1.9,VG,1.7,EX,0.5,EX,0.5,EX,0.3,EX,2.7,EX,1.4,EX,0.9,EX,
807,ROUND,0.082,2.76,2.8,1.688,60.5,34.46,40.83,53.6,81.6,4.82,1.98,3.92,0.76,13.5,42.33,60.76,61,34.5,40.8,55,80,5,MED,THK,None / Very Small,13.5,42.5,60.8,VG,VG,1.4,VG,0.7,EX,0.5,EX,0.2,EX,5.5,EX,2.7,EX,1.4,VG,1.1,EX,1.1,EX,2.9,VG,2.6,EX,0.7,VG,0.5,EX,1.2,VG,1.4,EX,1.9,EX,0.3,EX,
808,ROUND,0.081,2.74,2.75,1.71,58.7,36.18,40.71,51.3,75.8,4.41,2.48,3.39,0.47,15.01,42.88,62.3,59,36,40.8,50,75,4.5,STK,THK,None / Very Small,15,43,62.3,VG,VG,0.7,EX,0.6,EX,0.7,EX,0.6,EX,4.1,EX,3.6,EX,0.5,EX,0.7,EX,0.7,EX,2.1,VG,2.8,VG,0.3,EX,0.4,EX,0.5,EX,1.2,EX,2.4,EX,0.6,EX,
809,ROUND,0.088,2.84,2.87,1.737,58.1,33.78,40.8,48.2,76.1,3.82,2.14,2.91,0.46,14.01,43.01,60.84,58,34,40.8,50,75,4,STK,STK,None / Very Small,14,43,60.8,EX,VG,1.1,VG,1.3,VG,1,EX,0.2,EX,4,EX,4.1,EX,1.1,EX,0.7,EX,0.7,EX,2.8,VG,3.4,VG,0.3,EX,0.1,EX,0.3,EX,2.5,EX,2.3,EX,0.2,EX,
810,ROUND,0.082,2.74,2.77,1.706,58.8,34.83,40.78,51.7,80.6,4.79,2.65,3.92,0.69,14.3,42.76,61.92,59,35,40.8,50,80,5,STK,THK,None / Very Small,14.5,43,61.9,VG,VG,1.2,VG,1.1,EX,0.7,EX,0.2,EX,6.4,EX,5.6,EX,1.1,EX,0.7,EX,1.1,EX,2.1,VG,3.7,VG,0.5,EX,0.7,VG,1.1,VG,2.4,EX,5.6,EX,0.3,EX,
812n,Round,0.08,2.74,2.76,1.687,58.4,34.84,40.63,47.8,74.7,4.4,2.33,3.06,0.58,14.33,42.63,61.37,58,35,40.6,50,75,4.5,STK,THK,None / Very Small,14.5,42.5,61.4,VG,EX,0.7,EX,0.5,EX,0.4,EX,0.3,EX,3.5,EX,2.5,EX,0.8,EX,1.1,EX,0.7,EX,1.1,EX,1.9,EX,0.4,EX,0.2,EX,0.5,EX,0.9,EX,1.2,EX,0.4,EX,
813n,Round,0.087,2.85,2.87,1.737,57.2,34.51,40.46,46.9,76,3.78,1.64,2.45,0.35,14.73,42.23,60.78,57,34.5,40.4,45,75,4,MED,STK,None / Very Small,14.5,42,60.8,VG,EX,0.6,EX,0.5,EX,0.5,EX,0.5,EX,4.6,EX,3.8,EX,0.8,EX,0.7,EX,0.7,EX,1,EX,2.4,EX,0.2,EX,0.3,EX,0.4,EX,1.3,EX,1.1,EX,0.6,EX,
814,ROUND,0.099,2.97,2.99,1.809,58.3,33.94,40.69,52.8,75.5,4,2.12,2.82,0.54,14.01,42.74,60.79,58,34,40.6,55,75,4,STK,STK,None / Very Small,14,42.5,60.8,EX,VG,0.6,EX,0.4,EX,0.8,EX,0.2,EX,4.1,EX,4.2,EX,0.6,EX,0.7,EX,0.7,EX,1.6,VG,2,EX,0.2,EX,0.1,EX,0.2,EX,1.6,EX,2.6,EX,0.3,EX,
815,ROUND,0.086,2.8,2.82,1.734,59,34.94,40.69,50.2,75.5,4.59,2.06,3.7,0.5,14.37,42.73,61.69,59,35,40.6,50,75,4.5,STK,THK,None / Very Small,14.5,42.5,61.7,VG,VG,0.8,EX,0.8,EX,1.5,VG,1.8,VG,5.4,EX,3.8,EX,1,EX,1.4,VG,2.1,VG,1.6,VG,1.9,EX,0.2,EX,0.8,VG,0.5,EX,1.9,EX,1.6,EX,1.9,VG,
816n,Round,0.096,2.9,2.93,1.78,59.9,34.26,40.69,48.9,75.9,4.39,2.64,3.5,0.48,13.74,42.87,61,60,34.5,40.6,50,75,4.5,STK,THK,None / Very Small,13.5,43,61,VG,VG,1,VG,1,EX,0.7,EX,0.6,EX,6,EX,3.9,EX,0.8,EX,0,EX,0.7,EX,1.9,VG,1.2,EX,0.4,EX,0.3,EX,0.2,EX,1.8,EX,2.2,EX,0.5,EX,
817,ROUND,0.093,2.88,2.9,1.79,56.6,34.96,40.81,48.5,76.8,3.74,1.77,2.77,0.62,15.2,42.99,61.96,57,35,40.8,50,75,3.5,MED,STK,None / Very Small,15,43,62,EX,VG,1,VG,0.5,EX,0.3,EX,0.4,EX,2.2,EX,3.8,EX,0.8,EX,0.7,EX,1.4,VG,2.8,VG,0.7,EX,0.3,EX,0.4,EX,0.7,EX,1,EX,1.1,EX,0.5,EX,
818,ROUND,0.094,2.9,2.93,1.769,59.5,34.38,40.71,55.6,76.1,4.08,2.13,2.78,0.45,13.85,42.72,60.64,60,34.5,40.8,55,75,4,STK,STK,None / Very Small,14,42.5,60.6,EX,VG,1.2,VG,0.7,EX,2.1,VG,1,VG,6.8,EX,4.1,EX,0.6,EX,1,EX,1.4,VG,1.7,VG,2.8,VG,0.3,EX,0.8,VG,1,VG,1.8,EX,1.6,EX,1,EX,
819n,Round,0.095,2.9,2.93,1.774,60.7,34.18,41.03,50.5,75.7,4.11,2.13,3.29,0.58,13.44,43.23,60.82,61,34,41,50,75,4,STK,THK,None / Very Small,13.5,43,60.8,VG,GD,0.9,EX,0.6,EX,0.5,EX,1.1,VG,13.5,VG,2.8,EX,1.3,VG,1.7,VG,2.4,VG,1.5,EX,4.2,VG,1.2,VG,0.9,VG,2.1,GD,3.1,EX,4.6,EX,1.3,EX,
820,ROUND,0.098,3,3.02,1.755,60.7,34.41,40.03,53.8,80.5,3.06,1.53,2.19,0.63,13.49,41.71,58.33,61,34.5,40,55,80,3,MED,STK,None / Very Small,13.5,41.5,58.3,GD,VG,0.4,EX,1.2,EX,0.3,EX,0.2,EX,2.5,EX,2.8,EX,0.3,EX,0.3,EX,0.3,EX,2.4,VG,1.6,EX,0.2,EX,0.2,EX,0.4,EX,2,EX,2.6,EX,0.2,EX,
821,ROUND,0.096,2.91,2.93,1.79,59.3,35.2,40.54,54.4,75.1,4.42,2.57,3.36,0.65,14.4,42.51,61.36,59,35,40.6,55,75,4.5,STK,THK,None / Very Small,14.5,42.5,61.4,VG,VG,0.8,EX,0.5,EX,0.8,EX,0.3,EX,4.5,EX,3.3,EX,0.5,EX,0.7,EX,0.3,EX,1.8,VG,1.3,EX,0.2,EX,0.2,EX,0.1,EX,1.2,EX,1.4,EX,0.2,EX,
412n,Round,0.102,3.01,3.03,1.821,59.3,34.7,40.75,53.8,75.9,3.38,1.46,2.25,0.46,14.12,42.86,60.36,59,34.5,40.8,55,75,3.5,MED,STK,None / Very Small,14,43,60.4,EX,VG,0.6,EX,0.8,EX,0.9,EX,0.2,EX,2.2,EX,3.3,EX,0.6,EX,0.3,EX,0.7,EX,1.3,EX,3.1,VG,0.3,EX,0.2,EX,0.4,EX,1.9,EX,1,EX,0.2,EX,
413n,Round,0.104,3,3.02,1.851,56.9,34.99,40.68,48.3,75.6,3.66,1.79,2.73,0.43,15.09,42.74,61.52,57,35,40.6,50,75,3.5,MED,STK,None / Very Small,15,42.5,61.5,EX,VG,0.8,EX,0.6,EX,0.4,EX,0.2,EX,3.7,EX,2.8,EX,0.6,EX,0.3,EX,0.3,EX,1.9,VG,2,EX,0.4,EX,0.1,EX,0.5,EX,0.7,EX,0.8,EX,0.4,EX,
414,ROUND,0.104,3.01,3.02,1.843,61.1,34.83,41.2,53.8,81.4,4.01,2.19,2.72,0.53,13.52,43.55,61.09,61,35,41.2,55,80,4,STK,STK,None / Very Small,13.5,43.5,61.1,EX,VG,0.4,EX,0.3,EX,0.5,EX,0.1,EX,4.4,EX,3.2,EX,0.4,EX,1,EX,1,EX,1.3,EX,2.3,EX,0.6,EX,0.5,EX,1.1,VG,2.5,EX,1.8,EX,0.1,EX,
415,ROUND,0.108,3.03,3.07,1.866,58.7,34.23,40.84,52.3,75.7,4.16,2.03,3.02,0.49,14,43,61.16,59,34,40.8,50,75,4,MED,THK,None / Very Small,14,43,61.2,VG,VG,1.4,VG,1,EX,0.6,EX,0.9,EX,2.5,EX,3.6,EX,0.8,EX,0.7,EX,0.3,EX,1.3,EX,2,EX,0.3,EX,0.7,VG,0.6,EX,1.2,EX,1.5,EX,0.9,EX,
416,ROUND,0.103,3,3.02,1.827,59.1,35.11,40.53,50.3,75.6,4.09,1.86,2.82,0.47,14.42,42.14,60.72,59,35,40.6,50,75,4,MED,STK,None / Very Small,14.5,42,60.7,EX,GD,0.7,EX,0.6,EX,1.6,VG,1.8,VG,6.4,EX,4.2,EX,0.7,EX,0.3,EX,0.7,EX,4.1,GD,2.6,EX,0.5,EX,1.4,GD,0.9,EX,2.5,EX,2.9,EX,1.7,EX,
417,ROUND,0.1,2.96,3,1.816,58.2,34.2,40.64,54.1,77.5,3.99,2.08,3.12,0.6,14.23,42.68,60.94,58,34,40.6,55,80,4,STK,THK,None / Very Small,14,42.5,60.9,VG,VG,1.2,VG,0.9,EX,0.6,EX,0.5,EX,3.4,EX,2.4,EX,0.9,EX,1,EX,1,EX,1.2,EX,2.2,EX,0.7,VG,0.4,EX,0.7,EX,0.8,EX,1.5,EX,0.6,EX,
418,ROUND,0.104,2.99,3.04,1.835,58.5,34.29,40.66,49.4,75,3.71,1.59,2.82,0.53,14.19,42.86,60.82,59,34.5,40.6,50,75,3.5,MED,STK,None / Very Small,14,43,60.8,EX,VG,1.5,VG,1.6,VG,0.5,EX,0.4,EX,5.3,EX,4.6,EX,1.4,VG,0.7,EX,1,EX,2.1,VG,2.8,VG,0.1,EX,0,EX,0.2,EX,2.3,EX,1.3,EX,0.4,EX,
419,ROUND,0.101,2.99,3.03,1.797,61.1,34.13,40.73,54.4,76,3.75,2.03,2.76,0.6,13.16,42.79,59.7,61,34,40.8,55,75,4,MED,STK,None / Very Small,13,43,59.7,EX,VG,1.3,VG,0.7,EX,0.4,EX,0.5,EX,3.7,EX,4.4,EX,1,EX,0.3,EX,0.7,EX,1.7,VG,2.4,EX,0.2,EX,0.6,EX,0.7,EX,1.2,EX,1.1,EX,0.6,EX,
420,ROUND,0.109,3.08,3.11,1.842,60.9,33.78,40.8,52.4,75.4,3.75,1.84,2.42,0.68,13.11,42.54,59.5,61,34,40.8,50,75,4,MED,STK,None / Very Small,13,42.5,59.5,EX,VG,0.9,EX,0.7,EX,1,EX,0.6,EX,5,EX,2.2,EX,1.3,VG,1,EX,0.6,EX,1.4,EX,2.5,EX,0.5,EX,0.1,EX,0.6,EX,1.1,EX,1.4,EX,0.6,EX,
421,ROUND,0.106,3,3.02,1.865,59.1,35.55,40.83,49.8,77.3,4.42,2.13,3.09,0.43,14.62,42.96,61.96,59,35.5,40.8,50,75,4.5,STK,THK,None / Very Small,14.5,43,62,VG,VG,0.7,EX,0.8,EX,1.2,EX,1.1,VG,6.5,EX,2.4,EX,0.8,EX,0.7,EX,1,EX,2,VG,3.4,VG,0.2,EX,0.6,EX,0.8,EX,1.5,EX,1.5,EX,1.1,EX,
422,ROUND,0.109,3.05,3.07,1.875,58.5,35.05,40.93,49,74.8,3.8,1.93,2.88,0.85,14.56,43,61.35,59,35,41,50,75,4,MED,STK,None / Very Small,14.5,43,61.4,EX,GD,0.6,EX,0.6,EX,2.9,GD,2.3,GD,6,EX,4.3,EX,0.8,EX,1.6,VG,1,EX,1.4,EX,3.4,VG,0.5,EX,1.7,GD,1.9,GD,3,EX,1.8,EX,2.6,VG,
423,ROUND,0.109,3.06,3.09,1.837,59.9,34.49,40.2,51.8,79.6,3.87,1.76,3.19,0.62,13.83,42,59.76,60,34.5,40.2,50,80,4,MED,THK,None / Very Small,14,42,59.8,VG,VG,0.7,EX,0.8,EX,0.7,EX,0.5,EX,7.9,EX,4.1,EX,1,EX,1,EX,1.3,VG,1.7,VG,2.6,EX,0.3,EX,0.3,EX,0.4,EX,1.3,EX,0.4,EX,0.6,EX,
424,ROUND,0.091,2.86,2.89,1.741,60,34.59,40.46,54.1,74.3,4.24,2.37,3.17,0.7,13.95,42.3,60.56,60,34.5,40.4,55,75,4,STK,THK,None / Very Small,14,42.5,60.6,VG,GD,0.8,EX,2.4,VG,3.6,GD,1.8,VG,7.5,EX,2.8,EX,1,EX,0.7,EX,0.7,EX,2.8,VG,2.3,EX,0.8,VG,1.3,GD,2.1,GD,2.5,EX,4.9,EX,1.8,EX,
425,ROUND,0.095,2.91,2.92,1.788,58.8,35,40.61,56.5,75.7,4.29,2.2,2.99,0.51,14.45,42.62,61.36,59,35,40.6,55,75,4.5,STK,THK,None / Very Small,14.5,42.5,61.4,VG,VG,0.5,EX,0.7,EX,0.9,EX,1.1,VG,3.6,EX,2.9,EX,0.5,EX,1,EX,1,EX,2,VG,2.3,EX,0.8,VG,0.5,EX,0.5,EX,1.2,EX,1.8,EX,1.1,EX,
426,ROUND,0.096,2.97,3,1.771,59.7,33.09,40.74,51.5,74.6,3.45,1.71,2.48,0.37,13.08,42.82,59.39,60,33,40.8,50,75,3.5,MED,STK,None / Very Small,13,43,59.4,EX,GD,1.1,VG,1.7,VG,1.5,VG,1,VG,8.9,EX,4.5,EX,0.6,EX,0.7,EX,1.3,VG,4.6,GD,2.3,EX,0.2,EX,0.3,EX,0.3,EX,2.4,EX,3.9,EX,1.1,EX,
427,ROUND,0.093,2.92,2.93,1.779,57.8,34.4,40.79,50.5,77.2,3.52,1.51,2.46,0.58,14.4,42.87,60.86,58,34.5,40.8,50,75,3.5,MED,STK,None / Very Small,14.5,43,60.9,EX,VG,0.5,EX,0.6,EX,1.9,VG,0.4,EX,2.4,EX,3.3,EX,0.8,EX,1,EX,0.7,EX,1.3,EX,1.9,EX,0.2,EX,0.1,EX,0.1,EX,2,EX,2.2,EX,0.4,EX,
428,ROUND,0.098,2.94,2.98,1.807,60.4,34.15,41.31,52.5,76.6,3.85,1.93,2.97,0.51,13.41,43.68,61.05,60,34,41.4,55,75,4,MED,THK,None / Very Small,13.5,43.5,61,VG,GD,1.4,VG,1,EX,1,EX,1.3,VG,5.6,EX,3.5,EX,1,EX,1,EX,0.7,EX,2.9,VG,3.5,VG,0.9,VG,1.5,GD,2.4,GD,1.6,EX,2.6,EX,1.3,EX,
429,ROUND,0.096,2.93,2.94,1.789,59.7,34.88,40.95,54.4,75.4,3.71,2.04,3,0.61,14.07,43.13,60.95,60,35,41,55,75,3.5,MED,THK,None / Very Small,14,43,61,VG,VG,0.5,EX,0.3,EX,0.8,EX,1,VG,6.6,EX,4.1,EX,0.6,EX,1.4,VG,1.4,VG,1.8,VG,2.2,EX,0.6,EX,0.1,EX,0.5,EX,1.6,EX,1.6,EX,0.9,EX,
430n,Round,0.097,2.92,2.94,1.804,58.8,34.78,40.88,51.7,77.9,4.24,2.43,3.45,0.48,14.28,43.08,61.63,59,35,40.8,50,80,4,STK,THK,None / Very Small,14.5,43,61.6,VG,GD,0.7,EX,1.6,VG,1,EX,1.7,VG,4.7,EX,2.3,EX,0.7,EX,0.7,EX,0.7,EX,1.9,VG,2.7,EX,0.2,EX,1.4,GD,1.6,VG,2.6,EX,1.4,EX,1.8,EX,
