internal_id,,,diameter_min,diameter_max,height,table_size,crown_angle,pavilion_angle,star_length,lower_half,girdle_thickness_number,girdle_min_number,girdle_max_number,culet_size,crown_height,pavilion_depth,total_depth,table_size_rounded,crown_angle_rounded,pavilion_angle_rounded,star_length_rounded,lower_half_rounded,girdle_thickness_rounded,girdle_min_grade,girdle_max_grade,culet_size_description,crown_height_rounded,pavilion_depth_rounded,total_depth_rounded,sarine_cut_pre_polish_symmetry,sarine_symmetry,roundness,roundness_grade,table_size_dev,table_size_dev_grade,crown_angle_dev,crown_angle_dev_grade,pavilion_angle_dev,pavilion_angle_dev_grade,star_length_dev,star_length_dev_grade,lower_half_dev,lower_half_dev_grade,girdle_thick_dev,girdle_thick_dev_grade,crown_height_dev,crown_height_dev_grade,pavilion_depth_dev,pavilion_depth_dev_grade,misalignment,misalignment_grade,table_edge_var,table_edge_var_grade,table_off_center,table_off_center_grade,culet_off_center,culet_off_center_grade,table_off_culet,table_off_culet_grade,star_angle,star_angle_grade,upper_half_angle,upper_half_angle_grade,lower_half_angle,lower_half_angle_grade,remarks
1124,Round,0.097,2.97,2.99,1.768,58.9,32.53,40.55,46.3,76.9,3.69,1.91,2.78,0.57,13.05,42.5,59.31,59,32.5,40.6,45,75,3.5,MED,STK,None / Very Small,13,42.5,59.3,VG,VG,0.8,EX,1.5,VG,1.1,EX,0.6,EX,8.6,EX,5.5,EX,0.7,EX,0.7,EX,0.3,EX,2.4,VG,1.5,EX,0.3,EX,0.4,EX,0.4,EX,1.2,EX,1.6,EX,0.6,EX,
1125,Round,0.102,2.96,2.97,1.839,58.5,36.26,40.5,49.9,79.5,4.32,2.29,3,0.54,15.21,42.39,62.02,59,36.5,40.6,50,80,4.5,STK,THK,None / Very Small,15,42.5,62,VG,GD,0.6,EX,0.4,EX,0.5,EX,0.4,EX,4,EX,3,EX,0.6,EX,0.7,EX,0.3,EX,3.2,GD,2.3,EX,0.6,EX,0.2,EX,0.4,EX,1.4,EX,2.4,EX,0.5,EX,
1127,Round,0.105,2.95,2.98,1.874,59.6,36.44,41.2,46.8,81.1,4.58,2.32,3.67,0.54,14.93,43.6,63.14,60,36.5,41.2,45,80,4.5,STK,THK,None / Very Small,15,43.5,63.1,VG,VG,0.9,EX,0.1,EX,0.8,EX,0.7,EX,5.7,EX,3.4,EX,0.8,EX,1.7,VG,1.3,VG,2.9,VG,1.9,EX,0.7,VG,0.2,EX,0.9,EX,1.9,EX,2,EX,0.7,EX,
1129,Round,0.102,2.95,2.97,1.847,59.9,35.81,41.08,50.8,76.2,4.59,1.66,3.82,0.61,14.49,43.31,62.4,60,36,41,50,75,4.5,MED,THK,None / Very Small,14.5,43.5,62.4,VG,VG,0.9,EX,0.5,EX,0.5,EX,1.3,VG,2.6,EX,5.9,EX,1.1,EX,0.7,EX,1,EX,1.9,VG,3.7,VG,0.3,EX,1.2,VG,0.9,EX,1.7,EX,2.7,EX,1.6,EX,
1130,Round,0.095,2.92,2.96,1.792,56.4,34.74,40.53,48.2,76.9,3.64,1.16,2.55,0.58,15.03,42.31,60.95,56,34.5,40.6,50,75,3.5,THN,STK,None / Very Small,15,42.5,61,EX,GD,1.3,VG,1.2,EX,0.7,EX,0.2,EX,4.7,EX,4.1,EX,1.1,EX,1.4,VG,1.4,VG,5.8,GD,1.8,EX,0.8,VG,0.8,VG,1.4,VG,3.7,VG,3.1,EX,0.3,EX,
1131,Round,0.096,2.94,2.97,1.766,60.5,34.26,40.53,47.5,76.2,3.59,0.98,3.28,0.47,13.53,42.59,59.74,61,34.5,40.6,50,75,3.5,THN,THK,None / Very Small,13.5,42.5,59.7,VG,VG,0.9,EX,0.5,EX,0.7,EX,0.4,EX,5.6,EX,5.9,EX,1.8,VG,1.4,VG,2,VG,2.8,VG,1.9,EX,0.5,EX,1,VG,1.3,VG,2,EX,2.3,EX,0.4,EX,
1132,Round,0.103,2.96,2.98,1.873,57.2,36.09,41.13,48,79.6,4.08,1.95,3.2,0.57,15.6,43.38,63.13,57,36,41.2,50,80,4,MED,THK,None / Very Small,15.5,43.5,63.1,VG,VG,0.6,EX,0.7,EX,0.9,EX,0.4,EX,4.5,EX,3.3,EX,1.1,EX,0.7,EX,1,EX,2.1,VG,1.4,EX,0.2,EX,0.2,EX,0.4,EX,1.3,EX,1.7,EX,0.4,EX,
1133,Round,0.104,2.97,2.99,1.857,58.4,36.49,40.79,53,76.1,4.03,1.74,3.22,0.64,15.4,42.84,62.29,58,36.5,40.8,55,75,4,MED,THK,None / Very Small,15.5,43,62.3,VG,VG,0.8,EX,0.7,EX,0.7,EX,0.5,EX,4.8,EX,2.9,EX,1.2,EX,0.7,EX,0.7,EX,2.2,VG,2.2,EX,0.2,EX,0.4,EX,0.3,EX,2,EX,2.9,EX,0.6,EX,
1135,Round,0.097,2.92,2.94,1.818,56.5,35.88,40.56,47,77.5,3.75,1.77,2.56,0.65,15.68,42.48,61.98,57,36,40.6,45,80,4,MED,STK,None / Very Small,15.5,42.5,62,EX,GD,0.8,EX,1.1,EX,0.9,EX,1,VG,7.5,EX,2.5,EX,0.7,EX,1.4,VG,1.7,VG,3.5,GD,4.3,VG,1,VG,1.2,VG,1.9,GD,1.8,EX,4,EX,1,EX,
1136,Round,0.098,2.92,2.94,1.852,57.2,35.58,41.61,52,79.7,3.65,1.77,2.76,0.68,15.32,44.13,63.21,57,35.5,41.6,50,80,3.5,MED,STK,None / Very Small,15.5,44,63.2,VG,GD,0.9,EX,1,EX,0.5,EX,0.4,EX,4.3,EX,6.7,VG,0.6,EX,0.7,EX,0.7,EX,3.5,GD,2.3,EX,0.5,EX,0.3,EX,0.7,EX,2.5,EX,3.6,EX,0.5,EX,
1138,Round,0.109,2.99,3.01,1.896,56.9,36.24,40.46,46.5,77.5,5.06,2.4,4.1,0.47,15.73,42.35,63.18,57,36,40.4,45,80,5,STK,THK,None / Very Small,15.5,42.5,63.2,VG,VG,0.9,EX,1.2,EX,1.6,VG,0.6,EX,5.6,EX,4.2,EX,1.7,VG,1.7,VG,0.7,EX,2.8,VG,4.6,VG,0.7,VG,0.1,EX,0.8,EX,2.7,EX,2.1,EX,0.6,EX,
1141,Round,0.094,2.87,2.9,1.77,58.6,36.3,39.86,48.2,75.7,4.85,2.67,4.44,1.18,15.07,41.34,61.33,59,36.5,39.8,50,75,5,STK,VTK,None / Very Small,15,41.5,61.3,GD,GD,0.9,EX,1.4,VG,0.8,EX,1.4,VG,6.4,EX,3.8,EX,0.5,EX,1,EX,1,EX,6,GD,3.3,VG,0.8,VG,0.6,EX,0.7,EX,1.7,EX,2.4,EX,1.5,EX,
1143,Round,0.09,2.92,2.94,1.734,58.9,32.9,40.84,47.8,78.6,2.97,0.79,2.53,0.68,13.32,42.88,59.2,59,33,40.8,50,80,3,THN,STK,None / Very Small,13.5,43,59.2,VG,VG,0.8,EX,1.5,VG,0.6,EX,0.9,EX,7.1,EX,4.6,EX,1.5,VG,0.7,EX,1.7,VG,2.7,VG,2,EX,0.3,EX,0.5,EX,0.4,EX,1.9,EX,2.6,EX,0.7,EX,
1144,Round,0.097,2.93,2.97,1.786,60.3,34.61,40.61,46.6,78.4,4.24,1.9,3.69,0.47,13.69,42.61,60.54,60,34.5,40.6,45,80,4,MED,THK,None / Very Small,13.5,42.5,60.5,VG,VG,1.2,VG,1.3,VG,0.8,EX,0.9,EX,5.5,EX,2.9,EX,1.2,EX,1,EX,1.7,VG,1.9,VG,1.9,EX,0.6,EX,1.2,VG,1.4,VG,1.6,EX,3.2,EX,1.1,EX,
1146,Round,0.098,2.94,2.96,1.813,56.7,34.46,40.53,48.5,77.7,4.17,2.13,3.02,0.64,14.84,42.39,61.44,57,34.5,40.6,50,80,4,STK,THK,None / Very Small,15,42.5,61.4,VG,VG,0.9,EX,0.6,EX,0.8,EX,0.9,EX,7.1,EX,4.9,EX,1.6,VG,0.7,EX,1.7,VG,2.4,VG,1.7,EX,0.2,EX,0.3,EX,0.1,EX,2.7,EX,1.1,EX,0.8,EX,
1147,Round,0.081,2.84,2.85,1.649,60.9,32.54,40.59,47.5,82.2,2.88,1.05,1.86,0.6,12.48,42.58,57.98,61,32.5,40.6,50,80,3,THN,MED,None / Very Small,12.5,42.5,58,VG,VG,0.4,EX,0.6,EX,0.8,EX,1,VG,6.1,EX,4,EX,0.8,EX,0.7,EX,1.4,VG,2.8,VG,1.5,EX,0.4,EX,0.7,VG,0.9,EX,1,EX,2,EX,1,EX,
1148,Round,0.12,3.15,3.18,1.937,57.3,34.34,40.7,46.5,77.4,3.85,1.36,2.84,0.63,14.56,42.69,61.16,57,34.5,40.8,45,75,4,MED,STK,None / Very Small,14.5,42.5,61.2,EX,VG,0.9,EX,1.1,EX,1.6,VG,0.5,EX,3.9,EX,2.3,EX,1.2,EX,1.6,VG,1.3,VG,2.8,VG,3,VG,1.2,VG,0.5,EX,1.5,VG,2.3,EX,2.3,EX,0.8,EX,
1149,Round,0.111,3.09,3.12,1.843,63.6,35.16,40.8,47.3,73.3,3.44,1.51,2.96,0.48,12.77,42.94,59.28,64,35,40.8,45,75,3.5,MED,THK,None / Very Small,13,43,59.3,VG,GD,1,VG,1.2,EX,0.7,EX,1.1,VG,7.6,EX,5.6,EX,0.6,EX,0.6,EX,1,EX,3.9,GD,4.4,VG,0.5,EX,1.3,GD,1.5,VG,3.2,EX,3.4,EX,1.3,EX,
1150,Round,0.118,3.15,3.19,1.91,60.2,32.99,41.2,47,79.7,3.75,1.42,2.78,0.54,12.93,43.52,60.23,60,33,41.2,45,80,4,MED,STK,None / Very Small,13,43.5,60.2,EX,VG,1.2,VG,0.7,EX,0.5,EX,0.7,EX,5.8,EX,3.6,EX,1,EX,0.6,EX,0.9,EX,2.5,VG,1.6,EX,0.2,EX,0.3,EX,0.4,EX,1.3,EX,1.6,EX,0.8,EX,
1152,Round,0.126,3.22,3.24,1.947,59.9,34.08,40.65,49.2,80.2,3.93,1.95,3.1,0.59,13.59,42.63,60.28,60,34,40.6,50,80,4,MED,THK,None / Very Small,13.5,42.5,60.3,VG,VG,0.7,EX,1.7,VG,1,EX,0.4,EX,3.7,EX,3.1,EX,0.9,EX,0.6,EX,0.3,EX,1.8,VG,2,EX,0.4,EX,0.2,EX,0.6,EX,1.5,EX,2.3,EX,0.3,EX,
1153,Round,0.127,3.17,3.21,2.001,57.6,35.16,41.28,46.4,75,4.26,2.19,3.42,0.63,14.89,43.53,62.71,58,35,41.2,45,75,4.5,STK,THK,None / Very Small,15,43.5,62.7,VG,VG,1.3,VG,1.9,VG,0.3,EX,1,VG,4.5,EX,5.2,EX,1,EX,0.9,EX,0.9,EX,2.7,VG,2.4,EX,0.5,EX,0.8,VG,1.1,VG,1.5,EX,1.5,EX,1.3,EX,
1154,Round,0.116,3.13,3.15,1.882,59.5,32.96,40.49,48.4,77.4,4.53,2.52,3.57,0.64,13.11,42.35,60.01,60,33,40.4,50,75,4.5,STK,THK,None / Very Small,13,42.5,60,VG,VG,0.7,EX,0.9,EX,0.5,EX,0.2,EX,2.6,EX,2.2,EX,0.4,EX,0.6,EX,0.6,EX,1.9,VG,1.2,EX,0.4,EX,0.3,EX,0.7,EX,1.4,EX,3.5,EX,0.5,EX,
1155,Round,0.121,3.12,3.14,1.979,58.7,34.18,41.89,50.5,80.1,5.21,2.53,4.06,0.7,14.01,44.05,63.31,59,34,41.8,50,80,5,STK,THK,None / Very Small,14,44,63.3,VG,VG,0.7,EX,0.6,EX,1.2,EX,1.1,VG,7,EX,4.4,EX,1,EX,1.3,VG,1.3,VG,2,VG,2.8,VG,0.6,EX,0.4,EX,0.2,EX,1.7,EX,3.3,EX,1.3,EX,
1156,Round,0.128,3.17,3.21,1.996,57.7,36.34,40.64,48.9,79.1,4.42,2.41,3.23,0.66,15.5,42.56,62.51,58,36.5,40.6,50,80,4.5,STK,THK,None / Very Small,15.5,42.5,62.5,VG,GD,1.2,VG,1.2,EX,1.2,EX,0.5,EX,8.3,EX,4.5,EX,0.9,EX,0.9,EX,0.6,EX,3.5,GD,3.8,VG,0.4,EX,0.2,EX,0.3,EX,2.4,EX,4,EX,0.6,EX,
1157,Round,0.124,3.2,3.23,1.982,58.8,35.81,41.5,47,79.9,2.96,0,1.46,0.47,14.79,43.96,61.71,59,36,41.6,45,80,3,ETN to VTN,MED,None / Very Small,15,44,61.7,VG,VG,0.9,EX,0.9,EX,0.3,EX,0.5,EX,7.7,EX,8.6,VG,0.5,EX,0.9,EX,1.2,EX,2,VG,4.7,VG,0.6,EX,0.9,VG,1.4,VG,2.3,EX,2.9,EX,0.6,EX,
1159,Round,0.125,3.18,3.2,1.983,57.3,35.93,40.78,50.9,78.3,3.85,1.28,2.51,0.56,15.41,42.83,62.12,57,36,40.8,50,80,4,MED,STK,None / Very Small,15.5,43,62.1,VG,GD,0.8,EX,0.7,EX,0.7,EX,0.6,EX,8.3,EX,2.2,EX,0.6,EX,0.9,EX,0.6,EX,3.4,GD,1.4,EX,0.5,EX,0.6,EX,0.9,EX,1.3,EX,2.6,EX,0.7,EX,
1160,Round,0.123,3.21,3.23,1.918,60.5,32.69,40.68,48,78.6,4.23,2.08,3.05,0.56,12.62,42.67,59.6,61,32.5,40.6,50,80,4,STK,THK,None / Very Small,12.5,42.5,59.6,VG,VG,0.7,EX,1.3,VG,0.6,EX,0.4,EX,4,EX,4.9,EX,0.7,EX,0.9,EX,0.9,EX,2.7,VG,2.5,EX,0.8,VG,0.2,EX,1,VG,2.1,EX,2.9,EX,1.1,EX,
1161,Round,0.117,3.09,3.12,1.939,57.3,35.74,40.75,47.6,78.3,4.48,2.1,3.35,0.71,15.31,42.68,62.51,57,35.5,40.8,50,80,4.5,STK,THK,None / Very Small,15.5,42.5,62.5,VG,GD,0.9,EX,0.2,EX,0.9,EX,1.3,VG,4.1,EX,7.5,VG,1.2,EX,1.6,VG,1.9,VG,3.1,GD,2.6,EX,0.6,EX,0.5,EX,0.7,EX,1.7,EX,2.5,EX,1.6,EX,
1162,Round,0.124,3.18,3.21,1.95,58.7,34.45,40.65,51.9,78.2,4.23,2.38,3.1,0.63,14.19,42.64,61.09,59,34.5,40.6,50,80,4,STK,THK,None / Very Small,14,42.5,61.1,VG,VG,1,VG,0.9,EX,0.8,EX,0.7,EX,6.5,EX,4.6,EX,0.5,EX,0.6,EX,1.3,VG,2.4,VG,3.4,VG,0.6,EX,1.1,VG,1.7,VG,1.8,EX,3.1,EX,0.8,EX,
1164,Round,0.116,3.15,3.17,1.877,61.7,32.76,41.08,48.8,77.2,3.7,1.96,3.13,0.6,12.33,43.28,59.34,62,33,41,50,75,3.5,MED,THK,None / Very Small,12.5,43.5,59.3,VG,VG,0.6,EX,1,EX,1.1,EX,0.4,EX,6.1,EX,4.3,EX,0.8,EX,1.3,VG,1.3,VG,1.7,VG,2.2,EX,0.8,VG,0.4,EX,1.1,VG,3,EX,1.8,EX,0.6,EX,
1166,Round,0.128,3.24,3.26,1.971,59.5,34.48,40.99,48.8,76.5,3.54,1.69,2.89,0.55,13.86,43.21,60.7,60,34.5,41,50,75,3.5,MED,STK,None / Very Small,14,43,60.7,EX,GD,0.6,EX,1.8,VG,1.4,VG,1.1,VG,7,EX,5.5,EX,1.2,EX,0.6,EX,0.9,EX,5.4,GD,1.9,EX,0.3,EX,0.9,VG,1.2,VG,1.3,EX,2.5,EX,1.1,EX,
1167,Round,0.126,3.15,3.18,1.979,58.3,35.84,40.69,47.9,75.9,4.58,2.4,3.85,0.57,14.99,42.77,62.47,58,36,40.6,50,75,4.5,STK,THK,None / Very Small,15,43,62.5,VG,GD,1,VG,1,EX,0.5,EX,0.2,EX,8.8,EX,3.2,EX,1.5,VG,0.9,EX,0.6,EX,4.9,GD,3.8,VG,0.4,EX,0.5,EX,0.5,EX,1.7,EX,2.8,EX,0.3,EX,
1168,Round,0.117,3.16,3.18,1.897,64,34.23,41.59,53.1,81.1,3.69,1.36,2.97,0.73,12.19,43.95,59.9,64,34,41.6,55,80,3.5,MED,THK,None / Very Small,12,44,59.9,VG,VG,0.5,EX,0.4,EX,0.3,EX,0.5,EX,7.4,EX,6.6,VG,1,EX,0.6,EX,1.9,VG,2.1,VG,2.1,EX,0.2,EX,0.7,VG,0.9,EX,1.7,EX,3.9,EX,0.6,EX,
1169,Round,0.116,3.11,3.13,1.896,58.8,32.89,40.61,46,79.9,4.9,1.95,3.62,0.64,13.36,42.49,60.75,59,33,40.6,45,80,5,MED,THK,None / Very Small,13.5,42.5,60.7,VG,VG,0.9,EX,0.4,EX,0.6,EX,0.4,EX,4.6,EX,3.8,EX,1.6,VG,0.6,EX,1,EX,2.1,VG,2.5,EX,0.4,EX,0.4,EX,0.7,EX,0.9,EX,2.2,EX,0.8,EX,
1171,Round,0.128,3.21,3.23,1.967,58.9,34.09,40.69,46,77.2,4.6,2.58,3.57,0.65,13.89,42.64,61.12,59,34,40.6,45,75,4.5,STK,THK,None / Very Small,14,42.5,61.1,VG,VG,0.6,EX,1.2,EX,1.4,VG,0.5,EX,4.4,EX,8.4,VG,1.1,EX,0.6,EX,0.9,EX,2.6,VG,3.7,VG,0.5,EX,0.3,EX,0.4,EX,2.1,EX,2.5,EX,0.7,EX,
1172,Round,0.126,3.2,3.22,1.952,62,35.85,41.05,50.5,77.9,3.89,1.71,2.68,0.75,13.69,43.06,60.73,62,36,41,50,80,4,MED,STK,None / Very Small,13.5,43,60.7,VG,VG,0.6,EX,1,EX,0.9,EX,0.7,EX,7.3,EX,5,EX,1.1,EX,0.9,EX,0.3,EX,2.8,VG,2.6,EX,0.4,EX,0.6,EX,0.5,EX,0.6,EX,1.3,EX,0.7,EX,
1173,Round,0.125,3.15,3.17,2,57.3,35.55,41.35,46.8,76.3,4.4,1.36,3.14,0.76,15.27,43.62,63.35,57,35.5,41.4,45,75,4.5,MED,THK,None / Very Small,15.5,43.5,63.4,VG,VG,0.8,EX,1.2,EX,0.8,EX,0.6,EX,7.5,EX,5,EX,1.4,VG,1,EX,1.3,VG,2.8,VG,3.9,VG,0.4,EX,0.7,VG,1,VG,1.3,EX,3.4,EX,1,EX,
1175,Round,0.126,3.17,3.2,2.004,57.2,36.16,41.09,48.5,76.7,3.92,2.04,2.6,0.5,15.59,43.35,62.86,57,36,41,50,75,4,MED,STK,None / Very Small,15.5,43.5,62.9,VG,VG,1,VG,0.3,EX,0.8,EX,0.7,EX,2.8,EX,2.3,EX,0.7,EX,0.3,EX,0.6,EX,1.7,VG,2.5,EX,0,EX,0.7,VG,0.7,EX,0.9,EX,1.7,EX,0.9,EX,
1176,Round,0.117,3.13,3.16,1.887,59.6,32.46,40.64,46.3,76.8,4.54,2.16,4.1,0.6,12.8,42.57,59.94,60,32.5,40.6,45,75,4.5,STK,THK,None / Very Small,13,42.5,59.9,VG,VG,0.9,EX,1.2,EX,0.5,EX,0.6,EX,4.9,EX,5.1,EX,1.9,VG,1,EX,1.3,VG,2.5,VG,4.5,VG,0.5,EX,0.9,VG,0.9,EX,1.6,EX,1.9,EX,1.1,EX,
1177,Round,0.123,3.13,3.18,1.941,58.3,33.43,40.5,51.5,74.7,5.19,2.98,4.43,0.73,13.81,42.43,61.46,58,33.5,40.6,50,75,5,THK,VTK,None / Very Small,14,42.5,61.5,GD,GD,1.5,VG,1.6,VG,0.7,EX,0.6,EX,7.5,EX,3.6,EX,1.5,VG,1.9,VG,0.9,EX,3.8,GD,1.7,EX,1,VG,0.6,EX,1.6,VG,2.4,EX,4.6,EX,0.8,EX,
1179,Round,0.121,3.14,3.18,1.948,59,33.9,41.3,48.6,77.1,3.99,1.93,2.95,0.63,13.94,43.79,61.72,59,34,41.4,50,75,4,MED,THK,None / Very Small,14,44,61.7,VG,VG,1.2,VG,0.7,EX,0.8,EX,0.5,EX,6.9,EX,4.9,EX,0.7,EX,1,EX,1.3,VG,1.4,EX,3.2,VG,0.4,EX,0.3,EX,0.8,EX,2.7,EX,2,EX,0.6,EX,
1180,Round,0.117,3.13,3.16,1.895,58.7,33.05,40.61,44.8,79.2,4.1,1.65,3.53,0.54,13.48,42.63,60.24,59,33,40.6,45,80,4,MED,THK,None / Very Small,13.5,42.5,60.2,VG,GD,1,VG,1.8,VG,1.1,EX,1,VG,6,EX,4.5,EX,1.5,VG,0.6,EX,1,EX,2.2,VG,6.2,GD,0.9,VG,1.4,GD,2.2,GD,2.7,EX,4.2,EX,1,EX,
1181,Round,0.122,3.16,3.18,1.947,57.6,34.35,40.71,50.9,79.1,4.29,1.14,3.72,0.63,14.48,42.63,61.44,58,34.5,40.8,50,80,4.5,THN,THK,None / Very Small,14.5,42.5,61.4,VG,VG,0.6,EX,0.7,EX,0.9,EX,0.7,EX,5,EX,1.9,EX,1.1,EX,0.6,EX,0.9,EX,2.9,VG,2.4,EX,0.1,EX,0.6,EX,0.7,EX,0.9,EX,4.6,EX,0.9,EX,
1182,Round,0.11,3.15,3.17,1.865,60.3,32.85,41.51,50.4,77.2,2.25,0.54,2.15,0.6,12.85,43.86,59.02,60,33,41.6,50,75,2.5,ETN to VTN,STK,None / Very Small,13,44,59,VG,GD,0.7,EX,0.4,EX,0.2,EX,2,GD,5.8,EX,3.6,EX,0.9,EX,0.3,EX,1.3,VG,2.3,VG,3.2,VG,0.5,EX,1.2,VG,0.9,EX,2.2,EX,4.1,EX,2.3,VG,
1183,Round,0.129,3.2,3.22,2.011,57.8,35.94,41,49.6,77.6,4.27,1.68,3.31,0.56,15.28,43.16,62.71,58,36,41,50,80,4.5,MED,THK,None / Very Small,15.5,43,62.7,VG,VG,0.7,EX,1.1,EX,0.4,EX,0.5,EX,3,EX,3.5,EX,1.1,EX,1.6,VG,0.9,EX,2.6,VG,1.8,EX,1,VG,0.6,EX,1.6,VG,2.2,EX,2.9,EX,0.7,EX,
1184,Round,0.108,3,3.04,1.904,57.1,35.14,41.34,45.5,77.3,4.33,1.72,3.31,0.76,14.99,43.61,63,57,35,41.4,45,75,4.5,MED,THK,None / Very Small,15,43.5,63,VG,GD,1.3,VG,1.9,VG,0.8,EX,0.9,EX,4,EX,4.6,EX,0.9,EX,1.7,VG,2,VG,3.6,GD,1.5,EX,0.5,EX,0.5,EX,1,VG,2,EX,1.6,EX,1.2,EX,
1185,Round,0.107,3,3.02,1.891,57.9,36.04,41.11,48.2,79.3,4.08,1.99,3.15,0.63,15.31,43.33,62.78,58,36,41.2,50,80,4,MED,THK,None / Very Small,15.5,43.5,62.8,VG,GD,0.6,EX,0.6,EX,0.6,EX,0.7,EX,2.9,EX,3.1,EX,1.3,VG,0.7,EX,1.3,VG,3.1,GD,2.2,EX,0.4,EX,0.4,EX,0.8,EX,2,EX,0.9,EX,0.6,EX,
1187,Round,0.101,3,3.02,1.813,61.2,33.01,41.34,49.7,78.7,3.78,1.86,3.05,0.66,12.62,43.69,60.19,61,33,41.4,50,80,4,MED,THK,None / Very Small,12.5,43.5,60.2,VG,VG,0.6,EX,0.2,EX,1,EX,0.9,EX,4.2,EX,2.9,EX,1,EX,0.7,EX,1.3,VG,3,VG,1.3,EX,0.5,EX,1,VG,1.5,VG,1.5,EX,2.8,EX,1,EX,
1188,Round,0.116,3.06,3.12,1.922,58.4,35.83,40.66,48.4,78,4.47,1.81,3.6,0.71,15.06,42.66,62.26,58,36,40.6,50,80,4.5,MED,THK,None / Very Small,15,42.5,62.3,VG,GD,1.8,VG,0.7,EX,1.1,EX,0.9,EX,3.9,EX,5.2,EX,1.2,EX,1,EX,1,EX,3.2,GD,3,VG,0.3,EX,0.2,EX,0.2,EX,1.2,EX,4.1,EX,1.1,EX,
1189,Round,0.1,3,3.02,1.805,60.2,33.8,41.23,47.5,77.3,3.39,1.3,2.66,0.93,13.29,43.24,59.99,60,34,41.2,50,75,3.5,MED,STK,None / Very Small,13.5,43,60,EX,GD,0.8,EX,0.5,EX,0.5,EX,0.3,EX,5.6,EX,4.8,EX,0.8,EX,1.3,VG,2,VG,3.1,GD,4.3,VG,0.7,VG,0.8,VG,1.5,VG,1.4,EX,2.1,EX,0.4,EX,
1190,Round,0.11,3.07,3.1,1.888,57.7,33.36,41.24,47.5,76.7,3.73,1.39,2.46,0.71,13.86,43.54,61.16,58,33.5,41.2,50,75,3.5,MED,STK,None / Very Small,14,43.5,61.2,EX,VG,0.8,EX,0.6,EX,0.2,EX,0.9,EX,4.3,EX,10.2,VG,0.8,EX,1,EX,0.6,EX,2.3,VG,1.9,EX,0.6,EX,0.2,EX,0.7,EX,1.8,EX,1.3,EX,1.6,EX,
1191,Round,0.108,3,3.03,1.899,58.8,36.4,41.43,46.4,78.8,4.01,1.82,3.15,0.8,15.19,43.75,62.99,59,36.5,41.4,45,80,4,MED,THK,None / Very Small,15,44,63,VG,GD,1.2,VG,0.4,EX,0.9,EX,1.4,VG,6.8,EX,9.3,VG,1.4,VG,1.3,VG,2.3,VG,3.3,GD,3.7,VG,0.6,EX,0.7,VG,1,VG,2.6,EX,2.5,EX,1.4,EX,
1192,Round,0.099,2.99,3.02,1.783,59.2,32.96,40.56,48.4,79.8,3.46,1.37,2.86,0.63,13.32,42.52,59.37,59,33,40.6,50,80,3.5,MED,STK,None / Very Small,13.5,42.5,59.4,VG,VG,1,VG,1.4,VG,0.5,EX,0.7,EX,2.5,EX,5.9,EX,1.3,VG,1,EX,1,EX,2.8,VG,3.4,VG,0.8,VG,1,VG,1.7,VG,2,EX,1.7,EX,0.8,EX,
1193,Round,0.101,3,3.03,1.812,59.4,33.06,41.18,48.8,79.5,3.52,1.36,2.42,0.13,13.21,43.41,60.14,59,33,41.2,50,80,3.5,MED,STK,None / Very Small,13,43.5,60.1,EX,VG,1,VG,0.5,EX,0.7,EX,0.6,EX,5,EX,2.8,EX,0.7,EX,0.7,EX,0.7,EX,2.6,VG,2.4,EX,0.1,EX,0.3,EX,0.2,EX,1.8,EX,2.7,EX,0.6,EX,
1194,Round,0.107,3,3.02,1.891,58.8,36.14,41.36,47.5,78.2,4.05,1.63,3.06,0.73,15.02,43.72,62.82,59,36,41.4,50,80,4,MED,THK,None / Very Small,15,43.5,62.8,VG,GD,0.8,EX,1,EX,0.3,EX,0.7,EX,5.6,EX,4.4,EX,0.9,EX,0.7,EX,1.7,VG,3.1,GD,2.6,EX,0.3,EX,1.2,VG,1.5,VG,3,EX,1.4,EX,0.8,EX,
1195,Round,0.109,3.09,3.11,1.846,59.4,33.71,40.6,50.7,78.7,3.39,1.48,2.45,0.65,13.59,42.61,59.59,59,33.5,40.6,50,80,3.5,MED,STK,None / Very Small,13.5,42.5,59.6,VG,VG,0.5,EX,0.9,EX,0.9,EX,0.6,EX,8.9,EX,4,EX,1,EX,0.6,EX,0.6,EX,1.6,VG,2.6,EX,0.2,EX,0.4,EX,0.4,EX,2.3,EX,2.3,EX,0.7,EX,
1197,Round,0.112,3.05,3.07,1.912,59.8,36.04,41.29,47.1,78.5,4.32,1.93,3.4,0.78,14.58,43.58,62.5,60,36,41.2,45,80,4.5,MED,THK,None / Very Small,14.5,43.5,62.5,VG,VG,0.7,EX,0.7,EX,0.4,EX,0.3,EX,3.5,EX,1.8,EX,0.7,EX,0.7,EX,1,EX,2.9,VG,3.1,VG,0.4,EX,0.5,EX,0.9,EX,3.9,VG,2.4,EX,1,EX,
1198,Round,0.118,3.1,3.14,1.914,60,35.08,40.74,47.2,80.2,4.33,2.53,3.56,0.58,14.04,42.88,61.35,60,35,40.8,45,80,4.5,STK,THK,None / Very Small,14,43,61.3,VG,VG,1.4,VG,0.7,EX,0.6,EX,0.5,EX,6.5,EX,4.3,EX,0.7,EX,1.3,VG,1.6,VG,1.7,VG,2.8,VG,0.7,VG,0.6,EX,1.3,VG,2.8,EX,2.1,EX,0.6,EX,
